po_id,supplier_id,product_id,warehouse_id,order_date,expected_arrival_date,actual_arrival_date,ordered_units,received_units,late_delivery_flag
PO-00007522,SUP-011,SKU-0044,WH-PORTO,2025-09-28,2025-10-08,2025-10-08,915,884,0
PO-00007523,SUP-011,SKU-0044,WH-PORTO,2025-10-21,2025-10-31,2025-11-01,926,923,1
PO-00007524,SUP-011,SKU-0044,WH-PORTO,2025-11-13,2025-11-23,2025-11-30,949,937,1
PO-00007525,SUP-011,SKU-0044,WH-PORTO,2025-12-10,2025-12-20,2025-12-20,947,919,0
PO-00007526,SUP-011,SKU-0044,WH-PORTO,2025-12-31,2026-01-10,2026-01-10,928,905,0
PO-00007527,SUP-011,SKU-0044,WH-MAD,2024-01-30,2024-02-09,2024-02-10,1008,978,1
PO-00007528,SUP-011,SKU-0044,WH-MAD,2024-02-20,2024-03-01,2024-03-01,1010,1000,0
PO-00007529,SUP-011,SKU-0044,WH-MAD,2024-03-13,2024-03-23,2024-03-24,1025,1004,1
PO-00007530,SUP-011,SKU-0044,WH-MAD,2024-04-06,2024-04-16,2024-04-17,1014,983,1
PO-00007531,SUP-011,SKU-0044,WH-MAD,2024-04-29,2024-05-09,2024-05-08,1015,979,0
PO-00007532,SUP-011,SKU-0044,WH-MAD,2024-05-21,2024-05-31,2024-06-01,1021,985,1
PO-00007533,SUP-011,SKU-0044,WH-MAD,2024-06-11,2024-06-21,2024-06-20,1061,1048,0
PO-00007534,SUP-011,SKU-0044,WH-MAD,2024-07-02,2024-07-12,2024-07-11,1038,1015,0
PO-00007535,SUP-011,SKU-0044,WH-MAD,2024-07-25,2024-08-04,2024-08-05,1074,1044,1
PO-00007536,SUP-011,SKU-0044,WH-MAD,2024-08-13,2024-08-23,2024-08-23,1006,997,0
PO-00007537,SUP-011,SKU-0044,WH-MAD,2024-08-31,2024-09-10,2024-09-10,1018,1000,0
PO-00007538,SUP-011,SKU-0044,WH-MAD,2024-09-23,2024-10-03,2024-10-03,1024,1003,0
PO-00007539,SUP-011,SKU-0044,WH-MAD,2024-10-14,2024-10-24,2024-10-24,1065,1046,0
PO-00007540,SUP-011,SKU-0044,WH-MAD,2024-11-06,2024-11-16,2024-11-16,1032,1029,0
PO-00007541,SUP-011,SKU-0044,WH-MAD,2024-11-25,2024-12-05,2024-12-05,1039,1006,0
PO-00007542,SUP-011,SKU-0044,WH-MAD,2024-12-15,2024-12-25,2024-12-24,1060,1027,0
PO-00007543,SUP-011,SKU-0044,WH-MAD,2025-01-03,2025-01-13,2025-01-14,1038,1028,1
PO-00007544,SUP-011,SKU-0044,WH-MAD,2025-01-28,2025-02-07,2025-02-07,1049,1031,0
PO-00007545,SUP-011,SKU-0044,WH-MAD,2025-02-19,2025-03-01,2025-03-02,1037,1037,1
PO-00007546,SUP-011,SKU-0044,WH-MAD,2025-03-15,2025-03-25,2025-03-26,1015,1015,1
PO-00007547,SUP-011,SKU-0044,WH-MAD,2025-04-08,2025-04-18,2025-04-18,1031,991,0
PO-00007548,SUP-011,SKU-0044,WH-MAD,2025-04-30,2025-05-10,2025-05-09,1012,1005,0
PO-00007549,SUP-011,SKU-0044,WH-MAD,2025-05-23,2025-06-02,2025-06-02,1049,1019,0
PO-00007550,SUP-011,SKU-0044,WH-MAD,2025-06-15,2025-06-25,2025-06-23,1025,1015,0
PO-00007551,SUP-011,SKU-0044,WH-MAD,2025-07-08,2025-07-18,2025-07-19,1052,1052,1
PO-00007552,SUP-011,SKU-0044,WH-MAD,2025-07-30,2025-08-09,2025-08-10,1011,976,1
PO-00007553,SUP-011,SKU-0044,WH-MAD,2025-08-19,2025-08-29,2025-08-28,1008,984,0
PO-00007554,SUP-011,SKU-0044,WH-MAD,2025-09-10,2025-09-20,2025-09-19,1028,1026,0
PO-00007555,SUP-011,SKU-0044,WH-MAD,2025-10-01,2025-10-11,2025-10-12,1018,1012,1
PO-00007556,SUP-011,SKU-0044,WH-MAD,2025-10-22,2025-11-01,2025-11-01,1034,1003,0
PO-00007557,SUP-011,SKU-0044,WH-MAD,2025-11-09,2025-11-19,2025-11-17,1006,972,0
PO-00007558,SUP-011,SKU-0044,WH-MAD,2025-11-29,2025-12-09,2025-12-08,1047,1047,0
PO-00007559,SUP-011,SKU-0044,WH-MAD,2025-12-16,2025-12-26,2025-12-26,1026,995,0
PO-00007560,SUP-011,SKU-0044,WH-LYON,2024-01-17,2024-01-27,2024-01-27,795,771,0
PO-00007561,SUP-011,SKU-0044,WH-LYON,2024-02-09,2024-02-19,2024-02-20,805,794,1
PO-00007562,SUP-011,SKU-0044,WH-LYON,2024-03-03,2024-03-13,2024-03-13,809,789,0
PO-00007563,SUP-011,SKU-0044,WH-LYON,2024-03-25,2024-04-04,2024-04-04,802,788,0
PO-00007564,SUP-011,SKU-0044,WH-LYON,2024-04-14,2024-04-24,2024-04-25,803,774,1
PO-00007565,SUP-011,SKU-0044,WH-LYON,2024-05-07,2024-05-17,2024-05-16,809,789,0
PO-00007566,SUP-011,SKU-0044,WH-LYON,2024-05-27,2024-06-06,2024-06-04,845,819,0
PO-00007567,SUP-011,SKU-0044,WH-LYON,2024-06-18,2024-06-28,2024-06-28,794,792,0
PO-00007568,SUP-011,SKU-0044,WH-LYON,2024-07-09,2024-07-19,2024-07-20,798,776,1
PO-00007569,SUP-011,SKU-0044,WH-LYON,2024-07-29,2024-08-08,2024-08-10,800,783,1
PO-00007570,SUP-011,SKU-0044,WH-LYON,2024-08-20,2024-08-30,2024-08-29,823,794,0
PO-00007571,SUP-011,SKU-0044,WH-LYON,2024-09-10,2024-09-20,2024-09-20,815,783,0
PO-00007572,SUP-011,SKU-0044,WH-LYON,2024-09-28,2024-10-08,2024-10-08,810,802,0
PO-00007573,SUP-011,SKU-0044,WH-LYON,2024-10-20,2024-10-30,2024-11-01,795,789,1
PO-00007574,SUP-011,SKU-0044,WH-LYON,2024-11-10,2024-11-20,2024-11-19,815,812,0
PO-00007575,SUP-011,SKU-0044,WH-LYON,2024-11-30,2024-12-10,2024-12-10,828,823,0
PO-00007576,SUP-011,SKU-0044,WH-LYON,2024-12-18,2024-12-28,2024-12-28,834,821,0
PO-00007577,SUP-011,SKU-0044,WH-LYON,2025-01-08,2025-01-18,2025-01-24,810,777,1
PO-00007578,SUP-011,SKU-0044,WH-LYON,2025-02-02,2025-02-12,2025-02-11,807,801,0
PO-00007579,SUP-011,SKU-0044,WH-LYON,2025-02-26,2025-03-08,2025-03-07,801,770,0
PO-00007580,SUP-011,SKU-0044,WH-LYON,2025-03-21,2025-03-31,2025-03-31,797,782,0
PO-00007581,SUP-011,SKU-0044,WH-LYON,2025-04-15,2025-04-25,2025-04-25,822,818,0
PO-00007582,SUP-011,SKU-0044,WH-LYON,2025-05-08,2025-05-18,2025-05-20,806,781,1
PO-00007583,SUP-011,SKU-0044,WH-LYON,2025-06-01,2025-06-11,2025-06-13,821,795,1
PO-00007584,SUP-011,SKU-0044,WH-LYON,2025-06-24,2025-07-04,2025-07-03,819,803,0
PO-00007585,SUP-011,SKU-0044,WH-LYON,2025-07-14,2025-07-24,2025-07-23,808,777,0
PO-00007586,SUP-011,SKU-0044,WH-LYON,2025-08-03,2025-08-13,2025-08-12,814,804,0
PO-00007587,SUP-011,SKU-0044,WH-LYON,2025-08-23,2025-09-02,2025-09-02,805,799,0
PO-00007588,SUP-011,SKU-0044,WH-LYON,2025-09-14,2025-09-24,2025-09-23,830,804,0
PO-00007589,SUP-011,SKU-0044,WH-LYON,2025-10-04,2025-10-14,2025-10-13,812,804,0
PO-00007590,SUP-011,SKU-0044,WH-LYON,2025-10-25,2025-11-04,2025-11-03,804,791,0
PO-00007591,SUP-011,SKU-0044,WH-LYON,2025-11-14,2025-11-24,2025-11-25,824,798,1
PO-00007592,SUP-011,SKU-0044,WH-LYON,2025-12-02,2025-12-12,2025-12-12,822,812,0
PO-00007593,SUP-011,SKU-0044,WH-LYON,2025-12-19,2025-12-29,2025-12-28,806,775,0
PO-00007594,SUP-010,SKU-0045,WH-LIS,2024-01-17,2024-01-26,2024-01-24,1054,1043,0
PO-00007595,SUP-010,SKU-0045,WH-LIS,2024-02-02,2024-02-11,2024-02-12,1059,1014,1
PO-00007596,SUP-010,SKU-0045,WH-LIS,2024-02-18,2024-02-27,2024-02-28,1068,1063,1
PO-00007597,SUP-010,SKU-0045,WH-LIS,2024-03-04,2024-03-13,2024-03-12,1038,1013,0
PO-00007598,SUP-010,SKU-0045,WH-LIS,2024-03-19,2024-03-28,2024-03-29,1078,1047,1
PO-00007599,SUP-010,SKU-0045,WH-LIS,2024-04-03,2024-04-12,2024-04-10,1018,1018,0
PO-00007600,SUP-010,SKU-0045,WH-LIS,2024-04-19,2024-04-28,2024-04-28,1017,1015,0
PO-00007601,SUP-010,SKU-0045,WH-LIS,2024-05-03,2024-05-12,2024-05-12,1031,1031,0
PO-00007602,SUP-010,SKU-0045,WH-LIS,2024-05-18,2024-05-27,2024-05-29,1023,1013,1
PO-00007603,SUP-010,SKU-0045,WH-LIS,2024-06-03,2024-06-12,2024-06-13,1063,1060,1
PO-00007604,SUP-010,SKU-0045,WH-LIS,2024-06-18,2024-06-27,2024-06-28,1064,1034,1
PO-00007605,SUP-010,SKU-0045,WH-LIS,2024-07-02,2024-07-11,2024-07-09,1026,1024,0
PO-00007606,SUP-010,SKU-0045,WH-LIS,2024-07-15,2024-07-24,2024-07-23,1038,1014,0
PO-00007607,SUP-010,SKU-0045,WH-LIS,2024-07-28,2024-08-06,2024-08-05,1024,1024,0
PO-00007608,SUP-010,SKU-0045,WH-LIS,2024-08-13,2024-08-22,2024-08-23,1066,1053,1
PO-00007609,SUP-010,SKU-0045,WH-LIS,2024-08-28,2024-09-06,2024-09-05,1039,1011,0
PO-00007610,SUP-010,SKU-0045,WH-LIS,2024-09-13,2024-09-22,2024-09-27,1027,995,1
PO-00007611,SUP-010,SKU-0045,WH-LIS,2024-10-01,2024-10-10,2024-10-11,1026,1012,1
PO-00007612,SUP-010,SKU-0045,WH-LIS,2024-10-17,2024-10-26,2024-10-25,1012,973,0
PO-00007613,SUP-010,SKU-0045,WH-LIS,2024-11-02,2024-11-11,2024-11-12,1022,1005,1
PO-00007614,SUP-010,SKU-0045,WH-LIS,2024-11-16,2024-11-25,2024-11-24,1013,997,0
PO-00007615,SUP-010,SKU-0045,WH-LIS,2024-12-01,2024-12-10,2024-12-10,1085,1062,0
PO-00007616,SUP-010,SKU-0045,WH-LIS,2024-12-14,2024-12-23,2024-12-22,1063,1058,0
PO-00007617,SUP-010,SKU-0045,WH-LIS,2024-12-27,2025-01-05,2025-01-05,1092,1088,0
PO-00007618,SUP-010,SKU-0045,WH-LIS,2025-01-12,2025-01-21,2025-01-20,1055,1036,0
PO-00007619,SUP-010,SKU-0045,WH-LIS,2025-01-29,2025-02-07,2025-02-09,1025,1025,1
PO-00007620,SUP-010,SKU-0045,WH-LIS,2025-02-14,2025-02-23,2025-02-24,1045,1045,1
PO-00007621,SUP-010,SKU-0045,WH-LIS,2025-03-03,2025-03-12,2025-03-11,1015,998,0
PO-00007622,SUP-010,SKU-0045,WH-LIS,2025-03-20,2025-03-29,2025-04-06,1082,1047,1
PO-00007623,SUP-010,SKU-0045,WH-LIS,2025-04-11,2025-04-20,2025-04-20,1048,1026,0
PO-00007624,SUP-010,SKU-0045,WH-LIS,2025-04-26,2025-05-05,2025-05-03,1046,1043,0
PO-00007625,SUP-010,SKU-0045,WH-LIS,2025-05-13,2025-05-22,2025-05-22,1067,1045,0
PO-00007626,SUP-010,SKU-0045,WH-LIS,2025-05-29,2025-06-07,2025-06-07,1099,1095,0
PO-00007627,SUP-010,SKU-0045,WH-LIS,2025-06-13,2025-06-22,2025-06-21,1018,1018,0
PO-00007628,SUP-010,SKU-0045,WH-LIS,2025-06-27,2025-07-06,2025-07-06,1020,1003,0
PO-00007629,SUP-010,SKU-0045,WH-LIS,2025-07-11,2025-07-20,2025-07-20,1025,1014,0
PO-00007630,SUP-010,SKU-0045,WH-LIS,2025-07-25,2025-08-03,2025-08-01,1015,1015,0
PO-00007631,SUP-010,SKU-0045,WH-LIS,2025-08-10,2025-08-19,2025-08-19,1073,1033,0
PO-00007632,SUP-010,SKU-0045,WH-LIS,2025-08-23,2025-09-01,2025-09-01,1024,1015,0
PO-00007633,SUP-010,SKU-0045,WH-LIS,2025-09-07,2025-09-16,2025-09-15,1042,1021,0
PO-00007634,SUP-010,SKU-0045,WH-LIS,2025-09-22,2025-10-01,2025-10-01,1055,1029,0
PO-00007635,SUP-010,SKU-0045,WH-LIS,2025-10-07,2025-10-16,2025-10-15,1073,1059,0
PO-00007636,SUP-010,SKU-0045,WH-LIS,2025-10-22,2025-10-31,2025-11-01,1043,1030,1
PO-00007637,SUP-010,SKU-0045,WH-LIS,2025-11-06,2025-11-15,2025-11-16,1059,1038,1
PO-00007638,SUP-010,SKU-0045,WH-LIS,2025-11-21,2025-11-30,2025-11-30,1059,1024,0
PO-00007639,SUP-010,SKU-0045,WH-LIS,2025-12-05,2025-12-14,2025-12-14,1082,1082,0
PO-00007640,SUP-010,SKU-0045,WH-LIS,2025-12-19,2025-12-28,2025-12-28,1041,1020,0
PO-00007641,SUP-010,SKU-0045,WH-PORTO,2024-01-12,2024-01-21,2024-01-26,701,701,1
PO-00007642,SUP-010,SKU-0045,WH-PORTO,2024-02-01,2024-02-10,2024-02-08,703,692,0
PO-00007643,SUP-010,SKU-0045,WH-PORTO,2024-02-16,2024-02-25,2024-02-25,673,655,0
PO-00007644,SUP-010,SKU-0045,WH-PORTO,2024-03-01,2024-03-10,2024-03-09,669,644,0
PO-00007645,SUP-010,SKU-0045,WH-PORTO,2024-03-15,2024-03-24,2024-03-21,674,670,0
PO-00007646,SUP-010,SKU-0045,WH-PORTO,2024-03-31,2024-04-09,2024-04-09,697,692,0
PO-00007647,SUP-010,SKU-0045,WH-PORTO,2024-04-13,2024-04-22,2024-04-23,716,711,1
PO-00007648,SUP-010,SKU-0045,WH-PORTO,2024-04-28,2024-05-07,2024-05-08,710,710,1
PO-00007649,SUP-010,SKU-0045,WH-PORTO,2024-05-14,2024-05-23,2024-05-22,706,706,0
PO-00007650,SUP-010,SKU-0045,WH-PORTO,2024-05-28,2024-06-06,2024-06-04,682,647,0
PO-00007651,SUP-010,SKU-0045,WH-PORTO,2024-06-13,2024-06-22,2024-06-25,695,692,1
PO-00007652,SUP-010,SKU-0045,WH-PORTO,2024-06-30,2024-07-09,2024-07-08,681,667,0
PO-00007653,SUP-010,SKU-0045,WH-PORTO,2024-07-15,2024-07-24,2024-07-25,694,673,1
PO-00007654,SUP-010,SKU-0045,WH-PORTO,2024-07-29,2024-08-07,2024-08-07,709,695,0
PO-00007655,SUP-010,SKU-0045,WH-PORTO,2024-08-12,2024-08-21,2024-08-23,733,730,1
PO-00007656,SUP-010,SKU-0045,WH-PORTO,2024-08-28,2024-09-06,2024-09-05,673,664,0
PO-00007657,SUP-010,SKU-0045,WH-PORTO,2024-09-11,2024-09-20,2024-09-26,687,686,1
PO-00007658,SUP-010,SKU-0045,WH-PORTO,2024-09-30,2024-10-09,2024-10-16,682,678,1
PO-00007659,SUP-010,SKU-0045,WH-PORTO,2024-10-20,2024-10-29,2024-10-31,683,665,1
PO-00007660,SUP-010,SKU-0045,WH-PORTO,2024-11-05,2024-11-14,2024-11-15,710,697,1
PO-00007661,SUP-010,SKU-0045,WH-PORTO,2024-11-19,2024-11-28,2024-11-27,706,688,0
PO-00007662,SUP-010,SKU-0045,WH-PORTO,2024-12-02,2024-12-11,2024-12-10,711,707,0
PO-00007663,SUP-010,SKU-0045,WH-PORTO,2024-12-14,2024-12-23,2024-12-23,730,717,0
PO-00007664,SUP-010,SKU-0045,WH-PORTO,2024-12-27,2025-01-05,2025-01-06,673,652,1
PO-00007665,SUP-010,SKU-0045,WH-PORTO,2025-01-11,2025-01-20,2025-01-22,692,657,1
PO-00007666,SUP-010,SKU-0045,WH-PORTO,2025-01-27,2025-02-05,2025-02-14,686,674,1
PO-00007667,SUP-010,SKU-0045,WH-PORTO,2025-02-19,2025-02-28,2025-03-01,701,681,1
PO-00007668,SUP-010,SKU-0045,WH-PORTO,2025-03-07,2025-03-16,2025-03-15,705,684,0
PO-00007669,SUP-010,SKU-0045,WH-PORTO,2025-03-23,2025-04-01,2025-04-02,707,706,1
PO-00007670,SUP-010,SKU-0045,WH-PORTO,2025-04-07,2025-04-16,2025-04-17,698,679,1
PO-00007671,SUP-010,SKU-0045,WH-PORTO,2025-04-22,2025-05-01,2025-05-02,691,691,1
PO-00007672,SUP-010,SKU-0045,WH-PORTO,2025-05-07,2025-05-16,2025-05-15,715,711,0
PO-00007673,SUP-010,SKU-0045,WH-PORTO,2025-05-21,2025-05-30,2025-05-30,670,670,0
PO-00007674,SUP-010,SKU-0045,WH-PORTO,2025-06-04,2025-06-13,2025-06-13,689,679,0
PO-00007675,SUP-010,SKU-0045,WH-PORTO,2025-06-17,2025-06-26,2025-06-27,670,644,1
PO-00007676,SUP-010,SKU-0045,WH-PORTO,2025-07-01,2025-07-10,2025-07-11,676,675,1
PO-00007677,SUP-010,SKU-0045,WH-PORTO,2025-07-16,2025-07-25,2025-07-26,708,688,1
PO-00007678,SUP-010,SKU-0045,WH-PORTO,2025-07-31,2025-08-09,2025-08-09,736,727,0
PO-00007679,SUP-010,SKU-0045,WH-PORTO,2025-08-13,2025-08-22,2025-08-23,685,670,1
PO-00007680,SUP-010,SKU-0045,WH-PORTO,2025-08-27,2025-09-05,2025-09-05,673,660,0
PO-00007681,SUP-010,SKU-0045,WH-PORTO,2025-09-10,2025-09-19,2025-09-17,704,695,0
PO-00007682,SUP-010,SKU-0045,WH-PORTO,2025-09-24,2025-10-03,2025-10-04,722,718,1
PO-00007683,SUP-010,SKU-0045,WH-PORTO,2025-10-10,2025-10-19,2025-10-19,684,684,0
PO-00007684,SUP-010,SKU-0045,WH-PORTO,2025-10-25,2025-11-03,2025-11-03,677,652,0
PO-00007685,SUP-010,SKU-0045,WH-PORTO,2025-11-08,2025-11-17,2025-11-22,690,690,1
PO-00007686,SUP-010,SKU-0045,WH-PORTO,2025-11-26,2025-12-05,2025-12-06,708,696,1
PO-00007687,SUP-010,SKU-0045,WH-PORTO,2025-12-09,2025-12-18,2025-12-18,675,668,0
PO-00007688,SUP-010,SKU-0045,WH-PORTO,2025-12-22,2025-12-31,2025-12-31,722,721,0
PO-00007689,SUP-010,SKU-0045,WH-MAD,2024-01-13,2024-01-22,2024-01-22,688,688,0
PO-00007690,SUP-010,SKU-0045,WH-MAD,2024-01-27,2024-02-05,2024-02-06,715,710,1
PO-00007691,SUP-010,SKU-0045,WH-MAD,2024-02-13,2024-02-22,2024-02-22,690,678,0
PO-00007692,SUP-010,SKU-0045,WH-MAD,2024-02-27,2024-03-07,2024-03-07,699,699,0
PO-00007693,SUP-010,SKU-0045,WH-MAD,2024-03-11,2024-03-20,2024-03-20,679,649,0
PO-00007694,SUP-010,SKU-0045,WH-MAD,2024-03-23,2024-04-01,2024-03-30,677,669,0
PO-00007695,SUP-010,SKU-0045,WH-MAD,2024-04-05,2024-04-14,2024-04-15,688,683,1
PO-00007696,SUP-010,SKU-0045,WH-MAD,2024-04-19,2024-04-28,2024-04-29,692,691,1
PO-00007697,SUP-010,SKU-0045,WH-MAD,2024-05-04,2024-05-13,2024-05-14,688,671,1
PO-00007698,SUP-010,SKU-0045,WH-MAD,2024-05-19,2024-05-28,2024-05-29,703,703,1
PO-00007699,SUP-010,SKU-0045,WH-MAD,2024-06-03,2024-06-12,2024-06-12,722,719,0
PO-00007700,SUP-010,SKU-0045,WH-MAD,2024-06-17,2024-06-26,2024-06-29,693,668,1
PO-00007701,SUP-010,SKU-0045,WH-MAD,2024-07-02,2024-07-11,2024-07-09,688,687,0
PO-00007702,SUP-010,SKU-0045,WH-MAD,2024-07-14,2024-07-23,2024-07-22,693,693,0
PO-00007703,SUP-010,SKU-0045,WH-MAD,2024-07-26,2024-08-04,2024-08-05,693,693,1
PO-00007704,SUP-010,SKU-0045,WH-MAD,2024-08-09,2024-08-18,2024-08-18,726,716,0
PO-00007705,SUP-010,SKU-0045,WH-MAD,2024-08-23,2024-09-01,2024-08-29,699,689,0
PO-00007706,SUP-010,SKU-0045,WH-MAD,2024-09-05,2024-09-14,2024-09-15,671,658,1
PO-00007707,SUP-010,SKU-0045,WH-MAD,2024-09-19,2024-09-28,2024-09-28,675,675,0
PO-00007708,SUP-010,SKU-0045,WH-MAD,2024-10-02,2024-10-11,2024-10-11,689,689,0
PO-00007709,SUP-010,SKU-0045,WH-MAD,2024-10-16,2024-10-25,2024-10-27,719,696,1
PO-00007710,SUP-010,SKU-0045,WH-MAD,2024-10-31,2024-11-09,2024-11-11,679,662,1
PO-00007711,SUP-010,SKU-0045,WH-MAD,2024-11-15,2024-11-24,2024-11-22,740,726,0
PO-00007712,SUP-010,SKU-0045,WH-MAD,2024-11-26,2024-12-05,2024-12-05,727,700,0
PO-00007713,SUP-010,SKU-0045,WH-MAD,2024-12-09,2024-12-18,2024-12-18,709,696,0
PO-00007714,SUP-010,SKU-0045,WH-MAD,2024-12-22,2024-12-31,2025-01-08,700,675,1
PO-00007715,SUP-010,SKU-0045,WH-MAD,2025-01-13,2025-01-22,2025-01-20,707,697,0
PO-00007716,SUP-010,SKU-0045,WH-MAD,2025-01-25,2025-02-03,2025-02-01,695,694,0
PO-00007717,SUP-010,SKU-0045,WH-MAD,2025-02-09,2025-02-18,2025-02-19,721,704,1
PO-00007718,SUP-010,SKU-0045,WH-MAD,2025-02-24,2025-03-05,2025-03-04,681,676,0
PO-00007719,SUP-010,SKU-0045,WH-MAD,2025-03-10,2025-03-19,2025-03-21,687,667,1
PO-00007720,SUP-010,SKU-0045,WH-MAD,2025-03-25,2025-04-03,2025-04-01,676,662,0
PO-00007721,SUP-010,SKU-0045,WH-MAD,2025-04-06,2025-04-15,2025-04-17,672,672,1
PO-00007722,SUP-010,SKU-0045,WH-MAD,2025-04-22,2025-05-01,2025-04-30,682,682,0
PO-00007723,SUP-010,SKU-0045,WH-MAD,2025-05-07,2025-05-16,2025-05-16,691,676,0
PO-00007724,SUP-010,SKU-0045,WH-MAD,2025-05-20,2025-05-29,2025-05-27,708,690,0
PO-00007725,SUP-010,SKU-0045,WH-MAD,2025-06-02,2025-06-11,2025-06-11,675,654,0
PO-00007726,SUP-010,SKU-0045,WH-MAD,2025-06-15,2025-06-24,2025-06-24,681,638,0
PO-00007727,SUP-010,SKU-0045,WH-MAD,2025-06-28,2025-07-07,2025-07-08,707,688,1
PO-00007728,SUP-010,SKU-0045,WH-MAD,2025-07-13,2025-07-22,2025-07-22,703,690,0
PO-00007729,SUP-010,SKU-0045,WH-MAD,2025-07-26,2025-08-04,2025-08-03,714,677,0
PO-00007730,SUP-010,SKU-0045,WH-MAD,2025-08-07,2025-08-16,2025-08-17,669,664,1
PO-00007731,SUP-010,SKU-0045,WH-MAD,2025-08-20,2025-08-29,2025-08-30,727,694,1
PO-00007732,SUP-010,SKU-0045,WH-MAD,2025-09-03,2025-09-12,2025-09-11,718,695,0
PO-00007733,SUP-010,SKU-0045,WH-MAD,2025-09-15,2025-09-24,2025-09-24,673,660,0
PO-00007734,SUP-010,SKU-0045,WH-MAD,2025-09-28,2025-10-07,2025-10-05,682,682,0
PO-00007735,SUP-010,SKU-0045,WH-MAD,2025-10-11,2025-10-20,2025-10-21,706,704,1
PO-00007736,SUP-010,SKU-0045,WH-MAD,2025-10-25,2025-11-03,2025-11-01,694,694,0
PO-00007737,SUP-010,SKU-0045,WH-MAD,2025-11-07,2025-11-16,2025-11-16,686,679,0
PO-00007738,SUP-010,SKU-0045,WH-MAD,2025-11-19,2025-11-28,2025-11-28,685,667,0
PO-00007739,SUP-010,SKU-0045,WH-MAD,2025-12-02,2025-12-11,2025-12-12,743,722,1
PO-00007740,SUP-010,SKU-0045,WH-MAD,2025-12-16,2025-12-25,2025-12-26,724,709,1
PO-00007741,SUP-010,SKU-0045,WH-MAD,2025-12-31,2026-01-09,2026-01-08,675,655,0
PO-00007742,SUP-010,SKU-0045,WH-LYON,2024-01-10,2024-01-19,2024-01-19,641,641,0
PO-00007743,SUP-010,SKU-0045,WH-LYON,2024-01-23,2024-02-01,2024-02-01,610,604,0
PO-00007744,SUP-010,SKU-0045,WH-LYON,2024-02-07,2024-02-16,2024-02-15,648,640,0
PO-00007745,SUP-010,SKU-0045,WH-LYON,2024-02-22,2024-03-02,2024-02-28,664,648,0
PO-00007746,SUP-010,SKU-0045,WH-LYON,2024-03-07,2024-03-16,2024-03-15,650,644,0
PO-00007747,SUP-010,SKU-0045,WH-LYON,2024-03-21,2024-03-30,2024-03-29,669,653,0
PO-00007748,SUP-010,SKU-0045,WH-LYON,2024-04-04,2024-04-13,2024-04-14,647,647,1
PO-00007749,SUP-010,SKU-0045,WH-LYON,2024-04-18,2024-04-27,2024-04-26,637,618,0
PO-00007750,SUP-010,SKU-0045,WH-LYON,2024-05-01,2024-05-10,2024-05-13,621,590,1
PO-00007751,SUP-010,SKU-0045,WH-LYON,2024-05-18,2024-05-27,2024-05-26,639,623,0
PO-00007752,SUP-010,SKU-0045,WH-LYON,2024-05-31,2024-06-09,2024-06-08,631,614,0
PO-00007753,SUP-010,SKU-0045,WH-LYON,2024-06-12,2024-06-21,2024-06-22,618,603,1
PO-00007754,SUP-010,SKU-0045,WH-LYON,2024-06-25,2024-07-04,2024-07-04,630,612,0
PO-00007755,SUP-010,SKU-0045,WH-LYON,2024-07-09,2024-07-18,2024-07-18,622,614,0
PO-00007756,SUP-010,SKU-0045,WH-LYON,2024-07-21,2024-07-30,2024-07-29,635,612,0
PO-00007757,SUP-010,SKU-0045,WH-LYON,2024-08-02,2024-08-11,2024-08-11,629,617,0
PO-00007758,SUP-010,SKU-0045,WH-LYON,2024-08-14,2024-08-23,2024-08-23,663,635,0
PO-00007759,SUP-010,SKU-0045,WH-LYON,2024-08-28,2024-09-06,2024-09-07,689,672,1
PO-00007760,SUP-010,SKU-0045,WH-LYON,2024-09-11,2024-09-20,2024-09-18,646,614,0
PO-00007761,SUP-010,SKU-0045,WH-LYON,2024-09-24,2024-10-03,2024-10-01,638,629,0
PO-00007762,SUP-010,SKU-0045,WH-LYON,2024-10-06,2024-10-15,2024-10-16,670,665,1
PO-00007763,SUP-010,SKU-0045,WH-LYON,2024-10-21,2024-10-30,2024-10-28,613,606,0
PO-00007764,SUP-010,SKU-0045,WH-LYON,2024-11-01,2024-11-10,2024-11-08,637,637,0
PO-00007765,SUP-010,SKU-0045,WH-LYON,2024-11-12,2024-11-21,2024-11-17,617,617,0
PO-00007766,SUP-010,SKU-0045,WH-LYON,2024-11-25,2024-12-04,2024-12-02,608,604,0
PO-00007767,SUP-010,SKU-0045,WH-LYON,2024-12-07,2024-12-16,2024-12-14,633,631,0
PO-00007768,SUP-010,SKU-0045,WH-LYON,2024-12-17,2024-12-26,2024-12-24,608,597,0
PO-00007769,SUP-010,SKU-0045,WH-LYON,2024-12-27,2025-01-05,2025-01-05,608,597,0
PO-00007770,SUP-010,SKU-0045,WH-LYON,2025-01-09,2025-01-18,2025-01-19,624,605,1
PO-00007771,SUP-010,SKU-0045,WH-LYON,2025-01-23,2025-02-01,2025-01-31,664,657,0
PO-00007772,SUP-010,SKU-0045,WH-LYON,2025-02-06,2025-02-15,2025-02-18,611,594,1
PO-00007773,SUP-010,SKU-0045,WH-LYON,2025-02-21,2025-03-02,2025-03-03,612,596,1
PO-00007774,SUP-010,SKU-0045,WH-LYON,2025-03-07,2025-03-16,2025-03-14,656,638,0
PO-00007775,SUP-010,SKU-0045,WH-LYON,2025-03-21,2025-03-30,2025-03-30,659,652,0
