order_id,order_date,expected_delivery_date,product_id,supplier_id,warehouse_id,ordered_qty,unit_cost,expected_lead_time_days,realized_lead_time_days,received_qty,received_date,po_value
PO-0002596,2024-12-25,2025-01-02,SKU-020,SUP-05,WH-LIS,1302,35.56,7,8,1302,2025-01-02,46299.12
PO-0002597,2025-01-10,2025-01-16,SKU-020,SUP-05,WH-LIS,1301,35.56,7,6,1301,2025-01-16,46263.56
PO-0002598,2025-01-28,2025-02-03,SKU-020,SUP-05,WH-LIS,1335,35.56,7,6,1335,2025-02-03,47472.6
PO-0002599,2025-02-15,2025-02-22,SKU-020,SUP-05,WH-LIS,1281,35.56,7,7,1281,2025-02-22,45552.36
PO-0002600,2025-03-03,2025-03-10,SKU-020,SUP-05,WH-LIS,1349,35.56,7,7,1349,2025-03-10,47970.44
PO-0002601,2025-03-19,2025-03-27,SKU-020,SUP-05,WH-LIS,1264,35.56,7,8,1264,2025-03-27,44947.84
PO-0002602,2025-04-04,2025-04-11,SKU-020,SUP-05,WH-LIS,1266,35.56,7,7,1266,2025-04-11,45018.96
PO-0002603,2025-04-21,2025-04-28,SKU-020,SUP-05,WH-LIS,1313,35.56,7,7,1313,2025-04-28,46690.28
PO-0002604,2025-05-07,2025-05-16,SKU-020,SUP-05,WH-LIS,1323,35.56,7,9,1323,2025-05-16,47045.88
PO-0002605,2025-05-22,2025-05-27,SKU-020,SUP-05,WH-LIS,1346,35.56,7,5,1346,2025-05-27,47863.76
PO-0002606,2025-06-07,2025-06-15,SKU-020,SUP-05,WH-LIS,1360,35.56,7,8,1360,2025-06-15,48361.6
PO-0002607,2025-06-23,2025-06-29,SKU-020,SUP-05,WH-LIS,1284,35.56,7,6,1284,2025-06-29,45659.04
PO-0002608,2025-07-07,2025-07-13,SKU-020,SUP-05,WH-LIS,1270,35.56,7,6,1270,2025-07-13,45161.2
PO-0002609,2025-07-21,2025-07-26,SKU-020,SUP-05,WH-LIS,1261,35.56,7,5,1261,2025-07-26,44841.16
PO-0002610,2025-08-05,2025-08-10,SKU-020,SUP-05,WH-LIS,1343,35.56,7,5,1343,2025-08-10,47757.08
PO-0002611,2025-08-20,2025-08-28,SKU-020,SUP-05,WH-LIS,1255,35.56,7,8,1255,2025-08-28,44627.8
PO-0002612,2025-09-03,2025-09-12,SKU-020,SUP-05,WH-LIS,1280,35.56,7,9,1280,2025-09-12,45516.8
PO-0002613,2025-09-19,2025-09-27,SKU-020,SUP-05,WH-LIS,1332,35.56,7,8,1332,2025-09-27,47365.92
PO-0002614,2025-10-03,2025-10-10,SKU-020,SUP-05,WH-LIS,1272,35.56,7,7,1272,2025-10-10,45232.32
PO-0002615,2025-10-18,2025-10-23,SKU-020,SUP-05,WH-LIS,1288,35.56,7,5,1288,2025-10-23,45801.28
PO-0002616,2025-11-03,2025-11-11,SKU-020,SUP-05,WH-LIS,1274,35.56,7,8,1274,2025-11-11,45303.44
PO-0002617,2025-11-18,2025-11-27,SKU-020,SUP-05,WH-LIS,1330,35.56,7,9,1330,2025-11-27,47294.8
PO-0002618,2025-12-04,2025-12-10,SKU-020,SUP-05,WH-LIS,1328,35.56,7,6,1328,2025-12-10,47223.68
PO-0002619,2025-12-18,2025-12-25,SKU-020,SUP-05,WH-LIS,1295,35.56,7,7,1295,2025-12-25,46050.2
PO-0002620,2024-01-09,2024-01-17,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2024-01-17,36804.6
PO-0002621,2024-01-23,2024-01-28,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,5,1035,2024-01-28,36804.6
PO-0002622,2024-02-07,2024-02-14,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-02-14,36804.6
PO-0002623,2024-02-22,2024-02-29,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-02-29,36804.6
PO-0002624,2024-03-09,2024-03-13,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,4,1035,2024-03-13,36804.6
PO-0002625,2024-03-24,2024-03-31,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-03-31,36804.6
PO-0002626,2024-04-08,2024-04-16,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2024-04-16,36804.6
PO-0002627,2024-04-24,2024-04-29,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,5,1035,2024-04-29,36804.6
PO-0002628,2024-05-09,2024-05-20,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,11,1035,2024-05-20,36804.6
PO-0002629,2024-05-26,2024-06-02,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-06-02,36804.6
PO-0002630,2024-06-09,2024-06-16,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-06-16,36804.6
PO-0002631,2024-06-23,2024-06-30,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-06-30,36804.6
PO-0002632,2024-07-07,2024-07-13,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,6,1035,2024-07-13,36804.6
PO-0002633,2024-07-20,2024-07-25,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,5,1035,2024-07-25,36804.6
PO-0002634,2024-08-01,2024-08-08,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-08-08,36804.6
PO-0002635,2024-08-15,2024-08-24,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,9,1035,2024-08-24,36804.6
PO-0002636,2024-08-31,2024-09-07,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-09-07,36804.6
PO-0002637,2024-09-15,2024-09-25,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,10,1035,2024-09-25,36804.6
PO-0002638,2024-10-02,2024-10-06,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,4,1035,2024-10-06,36804.6
PO-0002639,2024-10-15,2024-10-22,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-10-22,36804.6
PO-0002640,2024-10-29,2024-11-06,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2024-11-06,36804.6
PO-0002641,2024-11-13,2024-11-18,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,5,1035,2024-11-18,36804.6
PO-0002642,2024-11-26,2024-12-03,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-12-03,36804.6
PO-0002643,2024-12-09,2024-12-17,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2024-12-17,36804.6
PO-0002644,2024-12-23,2024-12-30,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2024-12-30,36804.6
PO-0002645,2025-01-05,2025-01-12,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-01-12,36804.6
PO-0002646,2025-01-21,2025-01-27,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,6,1035,2025-01-27,36804.6
PO-0002647,2025-02-05,2025-02-12,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-02-12,36804.6
PO-0002648,2025-02-20,2025-02-27,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-02-27,36804.6
PO-0002649,2025-03-09,2025-03-17,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2025-03-17,36804.6
PO-0002650,2025-03-25,2025-04-04,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,10,1035,2025-04-04,36804.6
PO-0002651,2025-04-10,2025-04-19,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,9,1035,2025-04-19,36804.6
PO-0002652,2025-04-25,2025-05-05,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,10,1035,2025-05-05,36804.6
PO-0002653,2025-05-12,2025-05-20,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2025-05-20,36804.6
PO-0002654,2025-05-27,2025-06-03,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-06-03,36804.6
PO-0002655,2025-06-10,2025-06-20,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,10,1035,2025-06-20,36804.6
PO-0002656,2025-06-26,2025-07-02,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,6,1035,2025-07-02,36804.6
PO-0002657,2025-07-09,2025-07-19,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,10,1035,2025-07-19,36804.6
PO-0002658,2025-07-25,2025-08-02,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2025-08-02,36804.6
PO-0002659,2025-08-10,2025-08-16,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,6,1035,2025-08-16,36804.6
PO-0002660,2025-08-23,2025-08-28,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,5,1035,2025-08-28,36804.6
PO-0002661,2025-09-05,2025-09-12,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-09-12,36804.6
PO-0002662,2025-09-20,2025-09-25,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,5,1035,2025-09-25,36804.6
PO-0002663,2025-10-05,2025-10-12,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-10-12,36804.6
PO-0002664,2025-10-20,2025-10-26,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,6,1035,2025-10-26,36804.6
PO-0002665,2025-11-03,2025-11-10,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-11-10,36804.6
PO-0002666,2025-11-16,2025-11-22,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,6,1035,2025-11-22,36804.6
PO-0002667,2025-11-30,2025-12-08,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,8,1035,2025-12-08,36804.6
PO-0002668,2025-12-13,2025-12-20,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,7,1035,2025-12-20,36804.6
PO-0002669,2025-12-27,2026-01-02,SKU-020,SUP-05,WH-PORTO,1035,35.56,7,6,1035,2026-01-02,36804.6
PO-0002670,2024-01-05,2024-01-11,SKU-020,SUP-05,WH-MAD,899,35.56,7,6,899,2024-01-11,31968.44
PO-0002671,2024-01-20,2024-01-24,SKU-020,SUP-05,WH-MAD,902,35.56,7,4,902,2024-01-24,32075.12
PO-0002672,2024-02-04,2024-02-13,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2024-02-13,31968.44
PO-0002673,2024-02-18,2024-03-01,SKU-020,SUP-05,WH-MAD,899,35.56,7,12,899,2024-03-01,31968.44
PO-0002674,2024-03-04,2024-03-09,SKU-020,SUP-05,WH-MAD,899,35.56,7,5,899,2024-03-09,31968.44
PO-0002675,2024-03-17,2024-03-23,SKU-020,SUP-05,WH-MAD,899,35.56,7,6,899,2024-03-23,31968.44
PO-0002676,2024-03-31,2024-04-05,SKU-020,SUP-05,WH-MAD,899,35.56,7,5,899,2024-04-05,31968.44
PO-0002677,2024-04-14,2024-04-22,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2024-04-22,31968.44
PO-0002678,2024-04-27,2024-05-03,SKU-020,SUP-05,WH-MAD,899,35.56,7,6,899,2024-05-03,31968.44
PO-0002679,2024-05-12,2024-05-20,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2024-05-20,31968.44
PO-0002680,2024-05-26,2024-06-03,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2024-06-03,31968.44
PO-0002681,2024-06-09,2024-06-16,SKU-020,SUP-05,WH-MAD,899,35.56,7,7,899,2024-06-16,31968.44
PO-0002682,2024-06-22,2024-06-29,SKU-020,SUP-05,WH-MAD,899,35.56,7,7,899,2024-06-29,31968.44
PO-0002683,2024-07-06,2024-07-12,SKU-020,SUP-05,WH-MAD,913,35.56,7,6,913,2024-07-12,32466.28
PO-0002684,2024-07-19,2024-07-23,SKU-020,SUP-05,WH-MAD,905,35.56,7,4,905,2024-07-23,32181.8
PO-0002685,2024-07-31,2024-08-07,SKU-020,SUP-05,WH-MAD,899,35.56,7,7,899,2024-08-07,31968.44
PO-0002686,2024-08-14,2024-08-23,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2024-08-23,31968.44
PO-0002687,2024-08-27,2024-09-02,SKU-020,SUP-05,WH-MAD,899,35.56,7,6,899,2024-09-02,31968.44
PO-0002688,2024-09-10,2024-09-16,SKU-020,SUP-05,WH-MAD,900,35.56,7,6,900,2024-09-16,32004.0
PO-0002689,2024-09-24,2024-10-05,SKU-020,SUP-05,WH-MAD,899,35.56,7,11,899,2024-10-05,31968.44
PO-0002690,2024-10-08,2024-10-12,SKU-020,SUP-05,WH-MAD,903,35.56,7,4,903,2024-10-12,32110.68
PO-0002691,2024-10-21,2024-10-26,SKU-020,SUP-05,WH-MAD,899,35.56,7,5,899,2024-10-26,31968.44
PO-0002692,2024-11-04,2024-11-15,SKU-020,SUP-05,WH-MAD,899,35.56,7,11,899,2024-11-15,31968.44
PO-0002693,2024-11-18,2024-11-29,SKU-020,SUP-05,WH-MAD,899,35.56,7,11,899,2024-11-29,31968.44
PO-0002694,2024-12-01,2024-12-07,SKU-020,SUP-05,WH-MAD,899,35.56,7,6,899,2024-12-07,31968.44
PO-0002695,2024-12-12,2024-12-21,SKU-020,SUP-05,WH-MAD,915,35.56,7,9,915,2024-12-21,32537.4
PO-0002696,2024-12-25,2025-01-04,SKU-020,SUP-05,WH-MAD,899,35.56,7,10,899,2025-01-04,31968.44
PO-0002697,2025-01-08,2025-01-16,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2025-01-16,31968.44
PO-0002698,2025-01-23,2025-02-01,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2025-02-01,31968.44
PO-0002699,2025-02-07,2025-02-13,SKU-020,SUP-05,WH-MAD,899,35.56,7,6,899,2025-02-13,31968.44
PO-0002700,2025-02-22,2025-03-02,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2025-03-02,31968.44
PO-0002701,2025-03-07,2025-03-12,SKU-020,SUP-05,WH-MAD,899,35.56,7,5,899,2025-03-12,31968.44
PO-0002702,2025-03-20,2025-03-27,SKU-020,SUP-05,WH-MAD,899,35.56,7,7,899,2025-03-27,31968.44
PO-0002703,2025-04-04,2025-04-12,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2025-04-12,31968.44
PO-0002704,2025-04-17,2025-04-25,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2025-04-25,31968.44
PO-0002705,2025-04-30,2025-05-06,SKU-020,SUP-05,WH-MAD,899,35.56,7,6,899,2025-05-06,31968.44
PO-0002706,2025-05-16,2025-05-26,SKU-020,SUP-05,WH-MAD,899,35.56,7,10,899,2025-05-26,31968.44
PO-0002707,2025-05-29,2025-06-06,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2025-06-06,31968.44
PO-0002708,2025-06-11,2025-06-20,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2025-06-20,31968.44
PO-0002709,2025-06-23,2025-07-02,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2025-07-02,31968.44
PO-0002710,2025-07-05,2025-07-15,SKU-020,SUP-05,WH-MAD,899,35.56,7,10,899,2025-07-15,31968.44
PO-0002711,2025-07-18,2025-07-27,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2025-07-27,31968.44
PO-0002712,2025-07-31,2025-08-09,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2025-08-09,31968.44
PO-0002713,2025-08-14,2025-08-21,SKU-020,SUP-05,WH-MAD,900,35.56,7,7,900,2025-08-21,32004.0
PO-0002714,2025-08-27,2025-09-01,SKU-020,SUP-05,WH-MAD,899,35.56,7,5,899,2025-09-01,31968.44
PO-0002715,2025-09-09,2025-09-17,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2025-09-17,31968.44
PO-0002716,2025-09-24,2025-09-29,SKU-020,SUP-05,WH-MAD,899,35.56,7,5,899,2025-09-29,31968.44
PO-0002717,2025-10-08,2025-10-17,SKU-020,SUP-05,WH-MAD,900,35.56,7,9,900,2025-10-17,32004.0
PO-0002718,2025-10-20,2025-10-29,SKU-020,SUP-05,WH-MAD,899,35.56,7,9,899,2025-10-29,31968.44
PO-0002719,2025-11-03,2025-11-11,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2025-11-11,31968.44
PO-0002720,2025-11-17,2025-11-21,SKU-020,SUP-05,WH-MAD,907,35.56,7,4,907,2025-11-21,32252.92
PO-0002721,2025-11-29,2025-12-09,SKU-020,SUP-05,WH-MAD,899,35.56,7,10,899,2025-12-09,31968.44
PO-0002722,2025-12-12,2025-12-17,SKU-020,SUP-05,WH-MAD,913,35.56,7,5,913,2025-12-17,32466.28
PO-0002723,2025-12-24,2026-01-01,SKU-020,SUP-05,WH-MAD,899,35.56,7,8,899,2026-01-01,31968.44
PO-0002724,2024-01-29,2024-02-05,SKU-021,SUP-05,WH-LIS,1505,48.72,7,7,1505,2024-02-05,73323.6
PO-0002725,2024-03-03,2024-03-10,SKU-021,SUP-05,WH-LIS,1533,48.72,7,7,1533,2024-03-10,74687.76
PO-0002726,2024-04-01,2024-04-09,SKU-021,SUP-05,WH-LIS,1490,48.72,7,8,1490,2024-04-09,72592.8
PO-0002727,2024-05-05,2024-05-14,SKU-021,SUP-05,WH-LIS,1512,48.72,7,9,1512,2024-05-14,73664.64
PO-0002728,2024-06-08,2024-06-14,SKU-021,SUP-05,WH-LIS,1495,48.72,7,6,1495,2024-06-14,72836.4
PO-0002729,2024-07-08,2024-07-12,SKU-021,SUP-05,WH-LIS,1518,48.72,7,4,1518,2024-07-12,73956.96
PO-0002730,2024-08-07,2024-08-14,SKU-021,SUP-05,WH-LIS,1514,48.72,7,7,1514,2024-08-14,73762.08
PO-0002731,2024-09-04,2024-09-12,SKU-021,SUP-05,WH-LIS,1511,48.72,7,8,1511,2024-09-12,73615.92
PO-0002732,2024-10-08,2024-10-14,SKU-021,SUP-05,WH-LIS,1552,48.72,7,6,1552,2024-10-14,75613.44
PO-0002733,2024-11-14,2024-11-22,SKU-021,SUP-05,WH-LIS,1501,48.72,7,8,1501,2024-11-22,73128.72
PO-0002734,2024-12-12,2024-12-16,SKU-021,SUP-05,WH-LIS,1494,48.72,7,4,1494,2024-12-16,72787.68
PO-0002735,2025-01-11,2025-01-19,SKU-021,SUP-05,WH-LIS,1515,48.72,7,8,1515,2025-01-19,73810.8
PO-0002736,2025-02-11,2025-02-17,SKU-021,SUP-05,WH-LIS,1496,48.72,7,6,1496,2025-02-17,72885.12
PO-0002737,2025-03-14,2025-03-21,SKU-021,SUP-05,WH-LIS,1534,48.72,7,7,1534,2025-03-21,74736.48
PO-0002738,2025-04-12,2025-04-18,SKU-021,SUP-05,WH-LIS,1526,48.72,7,6,1526,2025-04-18,74346.72
PO-0002739,2025-05-18,2025-05-26,SKU-021,SUP-05,WH-LIS,1507,48.72,7,8,1507,2025-05-26,73421.04
PO-0002740,2025-06-20,2025-06-27,SKU-021,SUP-05,WH-LIS,1493,48.72,7,7,1493,2025-06-27,72738.96
PO-0002741,2025-07-22,2025-08-01,SKU-021,SUP-05,WH-LIS,1519,48.72,7,10,1519,2025-08-01,74005.68
PO-0002742,2025-08-20,2025-08-30,SKU-021,SUP-05,WH-LIS,1535,48.72,7,10,1535,2025-08-30,74785.2
PO-0002743,2025-09-22,2025-09-28,SKU-021,SUP-05,WH-LIS,1513,48.72,7,6,1513,2025-09-28,73713.36
PO-0002744,2025-10-23,2025-10-31,SKU-021,SUP-05,WH-LIS,1484,48.72,7,8,1484,2025-10-31,72300.48
PO-0002745,2025-11-26,2025-12-05,SKU-021,SUP-05,WH-LIS,1525,48.72,7,9,1525,2025-12-05,74298.0
PO-0002746,2025-12-24,2025-12-30,SKU-021,SUP-05,WH-LIS,1514,48.72,7,6,1514,2025-12-30,73762.08
PO-0002747,2024-01-26,2024-02-02,SKU-021,SUP-05,WH-PORTO,876,48.72,7,7,876,2024-02-02,42678.72
PO-0002748,2024-02-19,2024-03-01,SKU-021,SUP-05,WH-PORTO,880,48.72,7,11,880,2024-03-01,42873.6
PO-0002749,2024-03-15,2024-03-22,SKU-021,SUP-05,WH-PORTO,865,48.72,7,7,865,2024-03-22,42142.8
PO-0002750,2024-04-06,2024-04-11,SKU-021,SUP-05,WH-PORTO,863,48.72,7,5,863,2024-04-11,42045.36
PO-0002751,2024-04-29,2024-05-06,SKU-021,SUP-05,WH-PORTO,882,48.72,7,7,882,2024-05-06,42971.04
PO-0002752,2024-05-20,2024-05-26,SKU-021,SUP-05,WH-PORTO,862,48.72,7,6,862,2024-05-26,41996.64
PO-0002753,2024-06-07,2024-06-13,SKU-021,SUP-05,WH-PORTO,868,48.72,7,6,868,2024-06-13,42288.96
PO-0002754,2024-07-01,2024-07-08,SKU-021,SUP-05,WH-PORTO,922,48.72,7,7,922,2024-07-08,44919.84
PO-0002755,2024-07-24,2024-08-02,SKU-021,SUP-05,WH-PORTO,897,48.72,7,9,897,2024-08-02,43701.84
PO-0002756,2024-08-13,2024-08-16,SKU-021,SUP-05,WH-PORTO,912,48.72,7,3,912,2024-08-16,44432.64
PO-0002757,2024-09-03,2024-09-11,SKU-021,SUP-05,WH-PORTO,853,48.72,7,8,853,2024-09-11,41558.16
PO-0002758,2024-09-25,2024-10-02,SKU-021,SUP-05,WH-PORTO,883,48.72,7,7,883,2024-10-02,43019.76
PO-0002759,2024-10-17,2024-10-22,SKU-021,SUP-05,WH-PORTO,853,48.72,7,5,853,2024-10-22,41558.16
PO-0002760,2024-11-08,2024-11-11,SKU-021,SUP-05,WH-PORTO,860,48.72,7,3,860,2024-11-11,41899.2
PO-0002761,2024-11-28,2024-12-03,SKU-021,SUP-05,WH-PORTO,905,48.72,7,5,905,2024-12-03,44091.6
PO-0002762,2024-12-17,2024-12-24,SKU-021,SUP-05,WH-PORTO,877,48.72,7,7,877,2024-12-24,42727.44
PO-0002763,2025-01-09,2025-01-16,SKU-021,SUP-05,WH-PORTO,860,48.72,7,7,860,2025-01-16,41899.2
PO-0002764,2025-02-05,2025-02-09,SKU-021,SUP-05,WH-PORTO,871,48.72,7,4,871,2025-02-09,42435.12
PO-0002765,2025-02-28,2025-03-10,SKU-021,SUP-05,WH-PORTO,854,48.72,7,10,854,2025-03-10,41606.88
PO-0002766,2025-03-24,2025-03-29,SKU-021,SUP-05,WH-PORTO,897,48.72,7,5,897,2025-03-29,43701.84
PO-0002767,2025-04-16,2025-04-23,SKU-021,SUP-05,WH-PORTO,857,48.72,7,7,857,2025-04-23,41753.04
PO-0002768,2025-05-05,2025-05-10,SKU-021,SUP-05,WH-PORTO,887,48.72,7,5,887,2025-05-10,43214.64
PO-0002769,2025-05-28,2025-06-03,SKU-021,SUP-05,WH-PORTO,866,48.72,7,6,866,2025-06-03,42191.52
PO-0002770,2025-06-18,2025-06-24,SKU-021,SUP-05,WH-PORTO,868,48.72,7,6,868,2025-06-24,42288.96
PO-0002771,2025-07-10,2025-07-19,SKU-021,SUP-05,WH-PORTO,863,48.72,7,9,863,2025-07-19,42045.36
PO-0002772,2025-08-01,2025-08-07,SKU-021,SUP-05,WH-PORTO,916,48.72,7,6,916,2025-08-07,44627.52
PO-0002773,2025-08-21,2025-08-30,SKU-021,SUP-05,WH-PORTO,871,48.72,7,9,871,2025-08-30,42435.12
PO-0002774,2025-09-12,2025-09-16,SKU-021,SUP-05,WH-PORTO,853,48.72,7,4,853,2025-09-16,41558.16
PO-0002775,2025-10-04,2025-10-12,SKU-021,SUP-05,WH-PORTO,898,48.72,7,8,898,2025-10-12,43750.56
PO-0002776,2025-10-29,2025-11-10,SKU-021,SUP-05,WH-PORTO,881,48.72,7,12,881,2025-11-10,42922.32
PO-0002777,2025-11-22,2025-11-30,SKU-021,SUP-05,WH-PORTO,851,48.72,7,8,851,2025-11-30,41460.72
PO-0002778,2025-12-09,2025-12-15,SKU-021,SUP-05,WH-PORTO,876,48.72,7,6,876,2025-12-15,42678.72
PO-0002779,2025-12-28,2026-01-03,SKU-021,SUP-05,WH-PORTO,883,48.72,7,6,883,2026-01-03,43019.76
PO-0002780,2024-01-28,2024-02-01,SKU-021,SUP-05,WH-MAD,834,48.72,7,4,834,2024-02-01,40632.48
PO-0002781,2024-02-19,2024-02-22,SKU-021,SUP-05,WH-MAD,833,48.72,7,3,833,2024-02-22,40583.76
PO-0002782,2024-03-12,2024-03-20,SKU-021,SUP-05,WH-MAD,841,48.72,7,8,841,2024-03-20,40973.52
PO-0002783,2024-04-04,2024-04-11,SKU-021,SUP-05,WH-MAD,863,48.72,7,7,863,2024-04-11,42045.36
PO-0002784,2024-05-03,2024-05-09,SKU-021,SUP-05,WH-MAD,858,48.72,7,6,858,2024-05-09,41801.76
PO-0002785,2024-05-25,2024-05-31,SKU-021,SUP-05,WH-MAD,831,48.72,7,6,831,2024-05-31,40486.32
PO-0002786,2024-06-17,2024-06-24,SKU-021,SUP-05,WH-MAD,837,48.72,7,7,837,2024-06-24,40778.64
PO-0002787,2024-07-08,2024-07-13,SKU-021,SUP-05,WH-MAD,839,48.72,7,5,839,2024-07-13,40876.08
PO-0002788,2024-07-29,2024-08-06,SKU-021,SUP-05,WH-MAD,843,48.72,7,8,843,2024-08-06,41070.96
PO-0002789,2024-08-24,2024-08-31,SKU-021,SUP-05,WH-MAD,873,48.72,7,7,873,2024-08-31,42532.56
PO-0002790,2024-09-18,2024-09-27,SKU-021,SUP-05,WH-MAD,845,48.72,7,9,845,2024-09-27,41168.4
PO-0002791,2024-10-09,2024-10-12,SKU-021,SUP-05,WH-MAD,848,48.72,7,3,848,2024-10-12,41314.56
PO-0002792,2024-11-01,2024-11-08,SKU-021,SUP-05,WH-MAD,870,48.72,7,7,870,2024-11-08,42386.4
PO-0002793,2024-11-24,2024-12-03,SKU-021,SUP-05,WH-MAD,842,48.72,7,9,842,2024-12-03,41022.24
PO-0002794,2024-12-17,2024-12-25,SKU-021,SUP-05,WH-MAD,828,48.72,7,8,828,2024-12-25,40340.16
PO-0002795,2025-01-06,2025-01-13,SKU-021,SUP-05,WH-MAD,834,48.72,7,7,834,2025-01-13,40632.48
PO-0002796,2025-01-31,2025-02-05,SKU-021,SUP-05,WH-MAD,847,48.72,7,5,847,2025-02-05,41265.84
PO-0002797,2025-02-26,2025-03-03,SKU-021,SUP-05,WH-MAD,834,48.72,7,5,834,2025-03-03,40632.48
PO-0002798,2025-03-22,2025-03-29,SKU-021,SUP-05,WH-MAD,852,48.72,7,7,852,2025-03-29,41509.44
PO-0002799,2025-04-13,2025-04-20,SKU-021,SUP-05,WH-MAD,868,48.72,7,7,868,2025-04-20,42288.96
PO-0002800,2025-05-08,2025-05-14,SKU-021,SUP-05,WH-MAD,845,48.72,7,6,845,2025-05-14,41168.4
PO-0002801,2025-05-28,2025-06-05,SKU-021,SUP-05,WH-MAD,863,48.72,7,8,863,2025-06-05,42045.36
PO-0002802,2025-06-17,2025-06-23,SKU-021,SUP-05,WH-MAD,835,48.72,7,6,835,2025-06-23,40681.2
PO-0002803,2025-07-08,2025-07-17,SKU-021,SUP-05,WH-MAD,865,48.72,7,9,865,2025-07-17,42142.8
PO-0002804,2025-08-03,2025-08-11,SKU-021,SUP-05,WH-MAD,865,48.72,7,8,865,2025-08-11,42142.8
PO-0002805,2025-08-25,2025-08-30,SKU-021,SUP-05,WH-MAD,848,48.72,7,5,848,2025-08-30,41314.56
PO-0002806,2025-09-20,2025-09-25,SKU-021,SUP-05,WH-MAD,852,48.72,7,5,852,2025-09-25,41509.44
PO-0002807,2025-10-10,2025-10-21,SKU-021,SUP-05,WH-MAD,847,48.72,7,11,847,2025-10-21,41265.84
PO-0002808,2025-11-03,2025-11-10,SKU-021,SUP-05,WH-MAD,857,48.72,7,7,857,2025-11-10,41753.04
