product_id,warehouse_id,supplier_id,service_risk_score,stockout_risk_score,excess_inventory_score,supplier_risk_score,working_capital_risk_score,governance_priority_score,risk_tier,main_risk_driver,recommended_action
SKU-0059,WH-LYON,SUP-009,15.0526,19.9583,0.0,39.6503,0.0,14.3475,Low,Supplier Risk,monitor only
SKU-0026,WH-MAD,SUP-011,13.604,25.7131,0.0,33.8773,0.0,14.3422,Low,Supplier Risk,monitor only
SKU-0042,WH-LIS,SUP-008,10.3256,11.6217,0.4289,56.5939,0.5362,14.2679,Low,Supplier Risk,monitor only
SKU-0052,WH-LIS,SUP-012,13.4883,5.2401,6.7,44.9673,7.4431,14.2348,Low,Supplier Risk,monitor only
SKU-0099,WH-PORTO,SUP-008,6.6625,14.9988,0.3352,56.5939,0.6305,14.1225,Low,Supplier Risk,monitor only
SKU-0090,WH-LIS,SUP-004,5.8107,14.2495,0.0,58.9776,0.0,13.9659,Low,Supplier Risk,monitor only
SKU-0110,WH-LIS,SUP-007,20.1288,0.0,0.0,56.9883,0.0,13.949,Low,Supplier Risk,monitor only
SKU-0114,WH-LYON,SUP-007,1.1431,0.0,21.8126,56.9883,3.6152,13.8935,Low,Supplier Risk,monitor only
SKU-0116,WH-LYON,SUP-011,7.6931,29.5791,0.2517,33.8773,0.3146,13.8786,Low,Supplier Risk,monitor only
SKU-0088,WH-MAD,SUP-011,22.5885,2.5014,5.8385,33.8773,7.5556,13.8509,Low,Supplier Risk,monitor only
SKU-0092,WH-LYON,SUP-012,0.4217,0.0,22.0935,44.9673,16.8689,13.6597,Low,Supplier Risk,monitor only
SKU-0070,WH-MAD,SUP-012,20.8014,5.9091,0.0,44.9673,0.6305,13.5754,Low,Supplier Risk,monitor only
SKU-0052,WH-LYON,SUP-012,9.8392,11.2225,3.7101,44.9673,4.6376,13.5648,Low,Supplier Risk,monitor only
SKU-0014,WH-PORTO,SUP-009,21.4968,3.6688,3.0066,39.6503,3.7582,13.5582,Low,Supplier Risk,monitor only
SKU-0083,WH-LYON,SUP-008,4.4639,10.8207,0.0,56.5939,6.973,13.4831,Low,Supplier Risk,monitor only
SKU-0067,WH-LIS,SUP-006,3.9069,5.8506,2.6847,62.915,3.3559,13.4053,Low,Supplier Risk,monitor only
SKU-0106,WH-LYON,SUP-010,5.1057,16.0319,0.0,42.5558,11.8232,13.2165,Low,Supplier Risk,monitor only
SKU-0054,WH-PORTO,SUP-009,21.4258,1.3636,2.9348,39.6503,3.6684,13.0042,Low,Supplier Risk,monitor only
SKU-0054,WH-LIS,SUP-009,20.0454,0.0,4.4222,39.6503,5.5278,12.9902,Low,Supplier Risk,monitor only
SKU-0070,WH-LIS,SUP-012,22.0043,1.9235,0.0,44.9673,0.6305,12.9872,Low,Supplier Risk,monitor only
SKU-0083,WH-MAD,SUP-008,4.0157,10.4225,0.0,56.5939,4.7345,12.9746,Low,Supplier Risk,monitor only
SKU-0022,WH-PORTO,SUP-011,20.7037,0.0,7.9688,33.8773,4.5831,12.9434,Low,Supplier Risk,monitor only
SKU-0088,WH-PORTO,SUP-011,20.0005,0.0,6.3479,33.8773,8.3797,12.9171,Low,Supplier Risk,monitor only
SKU-0070,WH-PORTO,SUP-012,21.0028,1.3636,0.0,44.9673,2.1229,12.8326,Low,Supplier Risk,monitor only
SKU-0022,WH-LYON,SUP-011,20.8767,5.9091,2.1983,33.8773,2.7478,12.643,Low,Supplier Risk,monitor only
SKU-0116,WH-MAD,SUP-011,6.3131,23.8699,0.963,33.8773,1.2038,12.5865,Low,Supplier Risk,monitor only
SKU-0066,WH-PORTO,SUP-012,4.8805,18.289,0.0,44.9673,1.0036,12.5302,Low,Supplier Risk,monitor only
SKU-0102,WH-LIS,SUP-009,20.0,0.0,0.4351,39.6503,9.0092,12.5098,Low,Supplier Risk,monitor only
SKU-0079,WH-LIS,SUP-010,5.6448,14.1721,2.3557,42.5558,3.9482,12.3996,Low,Supplier Risk,monitor only
SKU-0076,WH-PORTO,SUP-008,4.9112,9.0425,0.0,56.5939,0.0,12.223,Low,Supplier Risk,monitor only
SKU-0022,WH-MAD,SUP-011,21.3692,1.3636,3.1848,33.8773,3.981,12.1706,Low,Supplier Risk,monitor only
SKU-0059,WH-MAD,SUP-009,10.9261,14.326,0.0,39.6503,0.0,12.118,Low,Supplier Risk,monitor only
SKU-0079,WH-PORTO,SUP-010,5.4878,14.0289,1.2361,42.5558,4.0411,12.0748,Low,Supplier Risk,monitor only
SKU-0050,WH-PORTO,SUP-009,15.0986,8.7268,0.0,39.6503,0.0,11.8876,Low,Supplier Risk,monitor only
SKU-0052,WH-PORTO,SUP-012,8.8042,1.3636,5.4018,44.9673,6.7522,11.8495,Low,Supplier Risk,monitor only
SKU-0050,WH-LIS,SUP-009,11.2276,1.9033,9.0738,39.6503,1.5184,11.8477,Low,Supplier Risk,monitor only
SKU-0063,WH-MAD,SUP-007,4.9512,6.6918,0.0,56.9883,0.0,11.7786,Low,Supplier Risk,monitor only
SKU-0034,WH-MAD,SUP-012,10.0919,9.1531,0.0004,44.9673,0.0005,11.6307,Low,Supplier Risk,monitor only
SKU-0106,WH-PORTO,SUP-010,4.7248,8.8779,0.0,42.5558,11.4501,11.499,Low,Supplier Risk,monitor only
SKU-0034,WH-LIS,SUP-012,7.7371,0.0,8.8285,44.9673,2.4087,11.4422,Low,Supplier Risk,monitor only
SKU-0032,WH-LIS,SUP-009,20.7657,0.0,0.2093,39.6503,0.2617,11.4147,Low,Supplier Risk,monitor only
SKU-0063,WH-LIS,SUP-007,0.8619,0.0,9.3933,56.9883,0.8917,11.1923,Low,Supplier Risk,monitor only
SKU-0034,WH-LYON,SUP-012,8.5338,8.1818,0.0,44.9673,0.0,11.0429,Low,Supplier Risk,monitor only
SKU-0082,WH-LIS,SUP-010,0.0,0.0,21.6758,42.5558,1.3767,10.9033,Low,Supplier Risk,monitor only
SKU-0044,WH-PORTO,SUP-011,11.2789,3.3016,4.1885,33.8773,5.2356,10.5919,Low,Supplier Risk,monitor only
SKU-0083,WH-LIS,SUP-008,1.711,0.2869,2.2589,56.5939,3.8747,10.5805,Low,Supplier Risk,monitor only
SKU-0106,WH-LIS,SUP-010,2.3006,6.8225,0.1914,42.5558,10.1969,10.3355,Low,Supplier Risk,monitor only
SKU-0025,WH-MAD,SUP-011,13.0824,7.0774,0.4182,33.8773,0.5227,10.2907,Low,Supplier Risk,monitor only
SKU-0050,WH-MAD,SUP-009,8.7709,8.1818,0.0434,39.6503,0.0543,10.2671,Low,Supplier Risk,monitor only
SKU-0099,WH-LIS,SUP-008,0.6742,0.0,3.7553,56.5939,1.7102,10.1727,Low,Supplier Risk,monitor only
SKU-0044,WH-LYON,SUP-011,8.4736,5.9091,3.2217,33.8773,4.0271,10.091,Low,Supplier Risk,monitor only
SKU-0044,WH-LIS,SUP-011,7.6107,0.0,7.4036,33.8773,6.9545,9.9974,Low,Supplier Risk,monitor only
SKU-0105,WH-LYON,SUP-010,1.7695,8.5959,0.0,42.5558,6.2268,9.9965,Low,Supplier Risk,monitor only
SKU-0082,WH-PORTO,SUP-010,0.0371,0.0,16.2038,42.5558,1.7498,9.9817,Low,Supplier Risk,monitor only
SKU-0091,WH-MAD,SUP-011,3.5757,10.1223,1.9443,33.8773,6.7918,9.9229,Low,Supplier Risk,monitor only
SKU-0026,WH-PORTO,SUP-011,8.8269,10.4545,0.0,33.8773,0.0,9.8388,Low,Supplier Risk,monitor only
SKU-0059,WH-PORTO,SUP-009,9.5526,4.1138,0.1885,39.6503,0.2356,9.6199,Low,Supplier Risk,monitor only
SKU-0044,WH-MAD,SUP-011,8.4328,1.3636,4.3765,33.8773,5.4707,9.5605,Low,Supplier Risk,monitor only
SKU-0034,WH-PORTO,SUP-012,7.8719,0.0,0.9438,44.9673,0.9319,9.441,Low,Supplier Risk,monitor only
SKU-0116,WH-PORTO,SUP-011,5.5538,9.5059,1.1474,33.8773,1.4342,9.3207,Low,Supplier Risk,monitor only
SKU-0076,WH-LIS,SUP-008,1.0487,0.0,0.0,56.5939,0.0,9.3067,Low,Supplier Risk,monitor only
SKU-0105,WH-MAD,SUP-010,1.7095,1.6907,0.0,42.5558,9.9577,8.9852,Low,Supplier Risk,monitor only
SKU-0081,WH-LYON,SUP-010,2.0524,6.5857,0.0,42.5558,1.3767,8.9431,Low,Supplier Risk,monitor only
SKU-0059,WH-LIS,SUP-009,8.2384,0.0,1.2476,39.6503,1.5595,8.839,Low,Supplier Risk,monitor only
SKU-0025,WH-LYON,SUP-011,8.2642,5.9091,0.0,33.8773,0.0,8.7038,Low,Supplier Risk,monitor only
SKU-0105,WH-LIS,SUP-010,0.0,0.0,8.1372,42.5558,1.7554,8.5194,Low,Supplier Risk,monitor only
SKU-0082,WH-MAD,SUP-010,0.0,0.0,4.5759,42.5558,5.4807,8.3999,Low,Supplier Risk,monitor only
SKU-0025,WH-LIS,SUP-011,7.5,0.0,2.3075,33.8773,2.8844,8.178,Low,Supplier Risk,monitor only
SKU-0084,WH-MAD,SUP-009,1.745,1.7875,0.0,39.6503,5.4807,7.9234,Low,Supplier Risk,monitor only
SKU-0091,WH-LYON,SUP-011,1.8173,4.0817,1.0073,33.8773,6.3666,7.8876,Low,Supplier Risk,monitor only
SKU-0025,WH-PORTO,SUP-011,7.9868,0.0,0.991,33.8773,1.2388,7.7485,Low,Supplier Risk,monitor only
SKU-0066,WH-LIS,SUP-012,0.8134,1.3636,0.0,44.9673,0.0,7.69,Low,Supplier Risk,monitor only
SKU-0084,WH-LYON,SUP-009,0.6167,1.3636,0.0,39.6503,5.4807,7.5594,Low,Supplier Risk,monitor only
SKU-0082,WH-LYON,SUP-010,0.3844,0.0,0.0,42.5558,3.6152,7.4073,Low,Supplier Risk,monitor only
SKU-0026,WH-LIS,SUP-011,8.1859,0.0,0.0,33.8773,0.0,7.385,Low,Supplier Risk,monitor only
SKU-0081,WH-LIS,SUP-010,0.0,0.0,3.0711,42.5558,0.0,7.3617,Low,Supplier Risk,monitor only
SKU-0081,WH-PORTO,SUP-010,1.6441,0.2766,0.0,42.5558,0.0,7.2644,Low,Supplier Risk,monitor only
SKU-0116,WH-LIS,SUP-011,0.2203,3.6364,2.4714,33.8773,3.0893,7.1638,Low,Supplier Risk,monitor only
SKU-0105,WH-PORTO,SUP-010,0.0,0.0,0.0,42.5558,2.496,7.1584,Low,Supplier Risk,monitor only
SKU-0084,WH-PORTO,SUP-009,0.9251,0.0,0.0,39.6503,3.2421,7.02,Low,Supplier Risk,monitor only
SKU-0084,WH-LIS,SUP-009,0.0,0.0,0.4883,39.6503,3.1063,6.8668,Low,Supplier Risk,monitor only
SKU-0081,WH-MAD,SUP-010,0.1454,0.0,0.0,42.5558,0.0,6.8438,Low,Supplier Risk,monitor only
SKU-0091,WH-LIS,SUP-011,0.0368,0.0,3.6866,33.8773,4.6082,6.7401,Low,Supplier Risk,monitor only
SKU-0091,WH-PORTO,SUP-011,0.8241,0.0,2.5678,33.8773,3.8403,6.6674,Low,Supplier Risk,monitor only
