intervention_id,intervention_rank,created_date,due_date,intervention_status,owner_function,intervention_type,product_id,product_name,warehouse_id,supplier_id,category,region,risk_tier,main_risk_driver,recommended_action,selected_scenario,governance_priority_score,target_governance_score,required_score_reduction,service_risk_score,stockout_risk_score,excess_inventory_score,supplier_risk_score,working_capital_risk_score,fill_rate,stockout_rate,lost_sales_revenue,inventory_value_sum,expected_margin_recovery_proxy,expected_wc_release_proxy,expected_value_proxy,sla_days,evidence_required
INT-00236,236,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0111,Pet Care Product 111,WH-MAD,SUP-005,Pet Care,Spain Central,Low,Supplier Risk,monitor only,Balanced Baseline,26.750158311618417,20.0,6.750158311618417,23.47672051506636,40.99311276935459,2.8061029065168643,62.228162559922595,10.480641939948717,0.9398244502759932,0.0601755497240068,47048.75,5841203.04,3865.9262401663,153048.89390194984,156914.82014211614,60,Periodic risk monitoring evidence
INT-00237,237,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0072,Health Product 72,WH-LIS,SUP-008,Health,Portugal South,Low,Supplier Risk,monitor only,Service Protect,26.731087982793568,20.0,6.731087982793568,20.0,0.0,51.20246101951948,56.593883965045265,17.568739749091556,1.0,0.0,0.0,11039024.52,0.0,484854.3721893008,484854.3721893008,60,Periodic risk monitoring evidence
INT-00238,238,2026-04-02,2026-06-01,Monitor,Procurement,Supplier Stabilization,SKU-0103,Pet Care Product 103,WH-LYON,SUP-001,Pet Care,France South-East,Low,Supplier Risk,monitor only,Service Protect,26.603749612089395,20.0,6.603749612089395,9.744384841668117,17.492247886270867,21.580425202623317,95.15844504508884,5.1593705780210986,0.9682471015746668,0.0317528984253331,16148.0,6613113.0,550.7331424813985,85298.7516033221,85849.48474580351,60,Supplier corrective action plan and OTD recovery evidence
INT-00239,239,2026-04-02,2026-06-01,Monitor,Procurement,Supplier Stabilization,SKU-0062,Dairy Product 62,WH-MAD,SUP-001,Dairy,Spain Central,Low,Supplier Risk,monitor only,Service Protect,26.581053903254205,20.0,6.581053903254205,23.9034381901749,3.5356266305244706,20.170998632010942,95.15844504508888,0.0,0.9832865755387096,0.0167134244612905,1232.0,1791383.86,103.07162547603417,0.0,103.07162547603417,60,Supplier corrective action plan and OTD recovery evidence
INT-00240,240,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0051,Personal Care Product 51,WH-LYON,SUP-007,Personal Care,France South-East,Low,Supplier Risk,monitor only,Service Protect,26.58015536903546,20.0,6.5801553690354595,31.166250069788795,43.18412917362309,1.1605210488659128,56.988316867560705,1.4506513110823909,0.9415805758036604,0.0584194241963396,55466.06,3939391.61,6050.341837210683,14286.709009783677,20337.05084699436,60,Periodic risk monitoring evidence
INT-00241,241,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0045,Frozen Product 45,WH-LYON,SUP-010,Frozen,France South-East,Low,Stockout Risk,monitor only,Service Protect,26.574973103303737,20.0,6.574973103303737,40.48769900666758,45.677243002249206,0.0,42.55582425755428,0.0,0.941543067083957,0.058456932916043,14413.08,663259.1,2042.433556796571,0.0,2042.433556796571,60,Periodic risk monitoring evidence
INT-00242,242,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0104,Health Product 104,WH-LYON,SUP-008,Health,France South-East,Low,Supplier Risk,monitor only,Service Protect,26.5630247139414,20.0,6.563024713941399,35.25344086021505,26.691967109424414,8.79575171377498,56.593883965045265,7.599744983594174,0.95386119257087,0.04613880742913,10372.2,3613555.44,1279.795087516129,68655.24957019859,69935.04465771472,60,Periodic risk monitoring evidence
INT-00243,243,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0009,Beverages Product 9,WH-LIS,SUP-005,Beverages,Portugal South,Low,Supplier Risk,monitor only,Service Protect,26.51348063457019,20.0,6.51348063457019,20.0,0.0,47.34037941797755,62.22816255992258,14.54075949819013,1.0,0.0,0.0,24534673.06,0.0,891881.9508304612,891881.9508304612,60,Periodic risk monitoring evidence
INT-00244,244,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0009,Beverages Product 9,WH-MAD,SUP-005,Beverages,Spain Central,Low,Supplier Risk,monitor only,Service Protect,26.390032237155182,20.0,6.390032237155182,30.070462797840865,11.221363704699913,23.496781000144544,62.22816255992259,7.919197864407773,0.9762985691474372,0.0237014308525626,50522.18,13595662.75,5317.288669545369,269166.8585375208,274484.1472070662,60,Periodic risk monitoring evidence
INT-00245,245,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0032,Health Product 32,WH-LYON,SUP-009,Health,France South-East,Low,Stockout Risk,monitor only,Service Protect,26.38826294054843,20.0,6.3882629405484295,41.067597761005786,46.30906582015661,0.0,39.65028123420367,0.0,0.942481393164246,0.057518606835754,23864.08,1377729.08,3430.1415343176204,0.0,3430.1415343176204,60,Periodic risk monitoring evidence
INT-00246,246,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0019,Personal Care Product 19,WH-LYON,SUP-012,Personal Care,France South-East,Low,Supplier Risk,monitor only,Service Protect,26.30875539361526,20.0,6.308755393615261,38.78463564036266,44.57125975097125,0.0,44.96728559196592,0.0,0.9500059234687832,0.0499940765312166,30206.76,2457884.52,4100.453631665583,0.0,4100.453631665583,60,Periodic risk monitoring evidence
INT-00247,247,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0041,Beverages Product 41,WH-PORTO,SUP-006,Beverages,Portugal North,Low,Supplier Risk,monitor only,Service Protect,26.291037871320533,20.0,6.291037871320533,23.55919742805127,24.93096204279442,20.06812336378208,62.9149668876714,1.923389498845244,0.952279505752024,0.0477204942479761,16003.68,4312662.68,1319.6184984337444,20737.325276934465,22056.94377536821,60,Periodic risk monitoring evidence
INT-00248,248,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0002,Snacks Product 2,WH-MAD,SUP-012,Snacks,Spain Central,Low,Supplier Risk,monitor only,Service Protect,26.24171858154992,20.0,6.241718581549922,37.075019466742575,43.37854817650659,1.4594400385197657,44.96728559196592,1.824300048149707,0.9605194805194806,0.0394805194805194,63776.16,4231598.88,8275.758307299311,19299.265101335615,27575.023408634926,60,Periodic risk monitoring evidence
INT-00249,249,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0067,Personal Care Product 67,WH-LYON,SUP-006,Personal Care,France South-East,Low,Supplier Risk,monitor only,Service Protect,26.17465154164887,20.0,6.1746515416488705,23.02110053230893,47.13321821395203,0.515384830838215,62.9149668876714,0.6442310385477686,0.935327405012126,0.0646725949878739,22862.4,3375681.0,1842.1116308345092,5436.796191089926,7278.907821924435,60,Periodic risk monitoring evidence
INT-00250,250,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0078,Dairy Product 78,WH-PORTO,SUP-006,Dairy,Portugal North,Low,Supplier Risk,monitor only,Service Protect,26.14034654269304,20.0,6.140346542693042,26.339780443639647,7.870512705679003,35.0,62.9149668876714,1.0036065166024124,0.9769126301493888,0.0230873698506111,1564.68,1215504.0,144.2466468259393,3049.7193383907465,3193.965985216686,60,Periodic risk monitoring evidence
INT-00251,251,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0004,Household Product 4,WH-LYON,SUP-006,Household,France South-East,Low,Supplier Risk,monitor only,Service Protect,26.011836890929224,20.0,6.011836890929224,20.486544953948016,0.0,44.90912214287362,62.9149668876714,12.255976550001051,0.996640335638664,0.0033596643613359,9237.3,28228617.55,662.3412659608639,864923.1868293704,865585.5280953313,60,Periodic risk monitoring evidence
INT-00252,252,2026-04-02,2026-06-01,Monitor,Procurement,Supplier Stabilization,SKU-0074,Snacks Product 74,WH-PORTO,SUP-001,Snacks,Portugal North,Low,Supplier Risk,monitor only,Service Protect,25.997278150797747,20.0,5.997278150797747,12.893209345043347,20.014829358015575,8.269493844049247,95.15844504508888,9.21154085312772,0.9604500315710924,0.0395499684289076,4506.06,2293874.06,203.3415121546411,52825.28653904988,53028.62805120452,60,Supplier corrective action plan and OTD recovery evidence
INT-00253,253,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0069,Frozen Product 69,WH-PORTO,SUP-006,Frozen,Portugal North,Low,Supplier Risk,monitor only,Service Protect,25.97786784780331,20.0,5.97786784780331,20.205122035063596,0.0,45.3280218878249,62.91496688767139,12.07780425320234,0.998281196287384,0.001718803712616,179.95000000000002,2641286.43,12.72569098573393,79752.35119544907,79765.0768864348,60,Periodic risk monitoring evidence
INT-00254,254,2026-04-02,2026-06-01,Monitor,Procurement,Supplier Stabilization,SKU-0119,Pet Care Product 119,WH-MAD,SUP-001,Pet Care,Spain Central,Low,Supplier Risk,monitor only,Service Protect,25.95885597814384,20.0,5.958855978143841,6.389624846607845,5.633816240647649,28.97296119344084,95.15844504508888,16.87174806561028,0.9768012621983287,0.0231987378016712,11270.83,7305185.86,252.0573139346258,308128.13850594644,308380.19581988105,60,Supplier corrective action plan and OTD recovery evidence
INT-00255,255,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0057,Beverages Product 57,WH-LYON,SUP-005,Beverages,France South-East,Low,Supplier Risk,monitor only,Service Protect,25.86744560625974,20.0,5.867445606259739,28.88570264642867,40.8107770978602,0.0,62.22816255992259,0.0,0.9383204079785148,0.0616795920214852,8359.96,948261.6,845.1916154361321,0.0,845.1916154361321,60,Periodic risk monitoring evidence
INT-00256,256,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0015,Pet Care Product 15,WH-LYON,SUP-012,Pet Care,France South-East,Low,Supplier Risk,monitor only,Service Protect,25.683078139677736,20.0,5.683078139677736,39.25188734001172,41.21754310618353,0.0,44.96728559196592,0.0,0.9495710604429656,0.0504289395570342,31693.0,2750099.52,4354.03522913447,0.0,4354.03522913447,60,Periodic risk monitoring evidence
INT-00257,257,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0039,Pet Care Product 39,WH-LYON,SUP-008,Pet Care,France South-East,Low,Supplier Risk,monitor only,Service Protect,25.663746481590724,20.0,5.663746481590724,30.90579659656579,38.43641967684283,1.7718591207283485,56.593883965045265,2.214823900910435,0.9409493527140586,0.0590506472859414,48339.2,4560193.68,5228.865189942495,25250.06488811178,30478.930078054276,60,Periodic risk monitoring evidence
INT-00258,258,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0051,Personal Care Product 51,WH-PORTO,SUP-007,Personal Care,Portugal North,Low,Supplier Risk,monitor only,Service Protect,25.327673057348665,20.0,5.327673057348665,29.3490363708699,37.09897801373198,2.4192734132750404,56.988316867560705,3.0240917665938003,0.9463067769554492,0.0536932230445508,55266.9,5324610.83,5677.105903718305,40255.27942829795,45932.38533201626,60,Periodic risk monitoring evidence
INT-00259,259,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0006,Dairy Product 6,WH-PORTO,SUP-007,Dairy,Portugal North,Low,Supplier Risk,monitor only,Service Protect,25.21274955908267,20.0,5.2127495590826705,34.64715503893265,32.81380906331745,1.350032908432009,56.988316867560705,1.6875411355400112,0.9613470266416202,0.0386529733583798,31178.14,4122214.92,3780.8184764194166,17391.018117591942,21171.836594011358,60,Periodic risk monitoring evidence
INT-00260,260,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0072,Health Product 72,WH-PORTO,SUP-008,Health,Portugal North,Low,Supplier Risk,monitor only,Service Protect,25.02982428085964,20.0,5.029824280859639,20.0,0.0,46.086656984476996,56.59388396504527,11.994318494618128,1.0,0.0,0.0,7115755.77,0.0,213371.60258824163,213371.60258824163,60,Periodic risk monitoring evidence
INT-00261,261,2026-04-02,2026-06-01,Monitor,Procurement,Supplier Stabilization,SKU-0062,Dairy Product 62,WH-LIS,SUP-001,Dairy,Portugal South,Low,Supplier Risk,monitor only,Service Protect,24.99680602161409,20.0,4.996806021614091,21.208581106511105,1.363636363636363,18.255813953488367,95.15844504508888,0.0,0.9909672563041024,0.0090327436958976,739.2,1992136.52,54.87084103876553,0.0,54.87084103876553,60,Supplier corrective action plan and OTD recovery evidence
INT-00262,262,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0041,Beverages Product 41,WH-MAD,SUP-006,Beverages,Spain Central,Low,Supplier Risk,monitor only,Service Protect,24.890076655599735,20.0,4.890076655599735,21.828008236739848,28.06001385696142,12.97733527114593,62.9149668876714,2.12283187963009,0.956657477830549,0.0433425221694509,16951.95,4480562.76,1295.0955648008073,23778.703664028453,25073.79922882926,60,Periodic risk monitoring evidence
INT-00263,263,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0064,Health Product 64,WH-LIS,SUP-005,Health,Portugal South,Low,Supplier Risk,monitor only,Balanced Baseline,24.838858265889463,20.0,4.838858265889463,20.185600111196052,0.0,40.98593172830264,62.22816255992259,10.35146079891828,0.9986795468760858,0.0013204531239141,707.3699999999999,12504730.18,49.97540782729862,323605.5606483008,323655.5360561281,60,Periodic risk monitoring evidence
INT-00264,264,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0002,Snacks Product 2,WH-PORTO,SUP-012,Snacks,Portugal North,Low,Supplier Risk,monitor only,Service Protect,24.75226916862255,20.0,4.752269168622551,40.4664116437103,33.36834799048772,1.2157304132776758,44.96728559196592,1.5196630165970946,0.9516307602954788,0.0483692397045211,60442.2,3991799.04,8560.576310480134,15165.473426939467,23726.0497374196,60,Periodic risk monitoring evidence
INT-00265,265,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0011,Personal Care Product 11,WH-PORTO,SUP-010,Personal Care,Portugal North,Low,Excess Inventory,monitor only,Service Protect,24.7504747477985,20.0,4.750474747798499,20.0,0.0,51.72088701750315,42.55582425755428,18.79845145313749,1.0,0.0,0.0,21812682.51,0.0,1025111.6330673405,1025111.6330673405,60,Periodic risk monitoring evidence
INT-00266,266,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0097,Beverages Product 97,WH-LYON,SUP-007,Beverages,France South-East,Low,Supplier Risk,monitor only,Service Protect,24.74343444161899,20.0,4.743434441618991,23.38777597577708,40.36053962467118,0.0,56.988316867560705,8.092277079965179,0.9333400666599332,0.0666599333400666,18678.0,2315502.24,1528.9290788644748,46844.21426340008,48373.14334226455,60,Periodic risk monitoring evidence
INT-00267,267,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0009,Beverages Product 9,WH-PORTO,SUP-005,Beverages,Portugal North,Low,Supplier Risk,monitor only,Service Protect,24.68619967484971,20.0,4.686199674849711,20.11944072427278,0.0,41.74327168445146,62.22816255992259,8.429089605564318,0.9991785860966768,0.0008214139033231,1535.02,14990174.1,108.0931036520062,315883.80172977364,315991.89483342564,60,Periodic risk monitoring evidence
INT-00268,268,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0033,Beverages Product 33,WH-LIS,SUP-005,Beverages,Portugal South,Low,Supplier Risk,monitor only,Service Protect,24.421195348646503,20.0,4.421195348646503,21.90156744406655,26.38635957233265,10.53416698710292,62.22816255992259,6.250814069035972,0.9635966926963712,0.0364033073036288,45521.2,9877464.81,3489.4497117719475,154355.49000188932,157844.93971366127,60,Periodic risk monitoring evidence
INT-00269,269,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0102,Dairy Product 102,WH-LYON,SUP-009,Dairy,France South-East,Low,Supplier Risk,monitor only,Service Protect,24.398151360639208,20.0,4.398151360639208,32.5885214719438,38.27691998327141,0.0,39.65028123420367,12.94242009700286,0.9602019167459216,0.0397980832540785,10200.0,1935050.38,1163.4102165483937,62610.58731706255,63773.99753361094,60,Periodic risk monitoring evidence
INT-00270,270,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0017,Beverages Product 17,WH-MAD,SUP-008,Beverages,Spain Central,Low,Supplier Risk,monitor only,Service Protect,24.36438191330932,20.0,4.36438191330932,31.804595265607688,26.368285306700805,4.518638187185682,56.593883965045265,5.648297733982102,0.9721776779987172,0.0278223220012828,53646.2,8801077.89,5971.6848748824505,124277.77075671747,130249.45563159992,60,Periodic risk monitoring evidence
INT-00271,271,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0019,Personal Care Product 19,WH-MAD,SUP-012,Personal Care,Spain Central,Low,Supplier Risk,monitor only,Service Protect,24.349352119043893,20.0,4.349352119043893,34.15848846600199,39.422514283950406,0.6833639759512902,44.96728559196592,0.8542049699391127,0.961852093464595,0.038147906535405,30695.89,3514182.84,3669.8382158153304,7504.581118006863,11174.419333822194,60,Periodic risk monitoring evidence
INT-00272,272,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0020,Household Product 20,WH-LIS,SUP-008,Household,Portugal South,Low,Supplier Risk,monitor only,Service Protect,24.320417094039673,20.0,4.320417094039673,20.291250643335047,0.0,42.270892511157506,56.59388396504527,11.208998675882588,0.9980099502487564,0.0019900497512437,4957.84,25527252.2,352.10270931343274,715337.3402718022,715689.4429811155,60,Periodic risk monitoring evidence
INT-00273,273,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0020,Household Product 20,WH-LYON,SUP-008,Household,France South-East,Low,Supplier Risk,monitor only,Service Protect,24.172286557898296,20.0,4.172286557898296,32.09897877585756,17.48536061065457,10.293393355957496,56.593883965045265,7.830831982224569,0.9717919024624728,0.028208097537527,55177.34,13367532.1,6198.976929488967,261697.24473023388,267896.22165972285,60,Periodic risk monitoring evidence
INT-00274,274,2026-04-02,2026-06-01,Monitor,Procurement,Supplier Stabilization,SKU-0119,Pet Care Product 119,WH-LIS,SUP-001,Pet Care,Portugal South,Low,Supplier Risk,monitor only,Service Protect,24.05323201030764,20.0,4.053232010307639,0.0,0.0,40.69506964751921,95.15844504508888,10.734059046714028,1.0,0.0,0.0,11663706.32,0.0,312997.28085602896,312997.28085602896,60,Supplier corrective action plan and OTD recovery evidence
INT-00275,275,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0017,Beverages Product 17,WH-LYON,SUP-008,Beverages,France South-East,Low,Supplier Risk,monitor only,Service Protect,24.01821277129506,20.0,4.018212771295062,34.77494220469233,22.04550300746097,4.258300111133119,56.59388396504527,5.322875138916398,0.9658177740779124,0.0341822259220876,62211.04,8269349.78,7571.848621728308,110041.79089741447,117613.63951914277,60,Periodic risk monitoring evidence
INT-00276,276,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0021,Frozen Product 21,WH-PORTO,SUP-008,Frozen,Portugal North,Low,Supplier Risk,monitor only,Service Protect,24.002779971981933,20.0,4.0027799719819335,34.18308632924722,25.63779950894363,2.6590407869584527,56.593883965045265,3.3238009836980655,0.9625196019066252,0.0374803980933749,31406.14,5639152.8,3757.455782109485,46858.554059659255,50616.00984176874,60,Periodic risk monitoring evidence
INT-00277,277,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0064,Health Product 64,WH-PORTO,SUP-005,Health,Portugal North,Low,Supplier Risk,monitor only,Service Protect,23.94151932292422,20.0,3.9415193229242185,20.0,0.0,37.38649878966761,62.228162559922595,8.96745379426025,1.0,0.0,0.0,10303836.66,0.0,230997.94788038713,230997.94788038713,60,Periodic risk monitoring evidence
INT-00278,278,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0120,Health Product 120,WH-PORTO,SUP-004,Health,Portugal North,Low,Supplier Risk,monitor only,Service Protect,23.804778649257248,20.0,3.8047786492572477,20.944782939832443,3.636363636363635,36.39873096824243,58.97763862848872,5.236785803326299,0.9929550647372428,0.007044935262757,2418.32,8134138.24,177.27915617669458,106491.84914381393,106669.12829999063,60,Periodic risk monitoring evidence
INT-00279,279,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0079,Pet Care Product 79,WH-LYON,SUP-010,Pet Care,France South-East,Low,Stockout Risk,monitor only,Service Protect,23.720152080371655,20.0,3.720152080371655,24.782397990934836,46.583565297534086,0.0,42.55582425755428,5.1075736848650655,0.931236442516269,0.068763557483731,26171.52,2608086.25,2270.0755863369877,33302.481745896024,35572.55733223301,60,Periodic risk monitoring evidence
INT-00280,280,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0066,Snacks Product 66,WH-MAD,SUP-012,Snacks,Spain Central,Low,Stockout Risk,monitor only,Service Protect,23.71871632104479,20.0,3.7187163210447913,23.533313722606252,49.27234108822232,0.0,44.96728559196592,0.2574306678273845,0.9304309457273128,0.0695690542726871,5690.19,386841.76,468.681592439329,248.962331550802,717.643923990131,60,Periodic risk monitoring evidence
INT-00281,281,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0104,Health Product 104,WH-PORTO,SUP-008,Health,Portugal North,Low,Supplier Risk,monitor only,Service Protect,23.712101875572177,20.0,3.712101875572177,30.175493913390525,13.32683070506917,14.93178891905137,56.593883965045265,6.42449861616902,0.9670724406306128,0.0329275593693873,7251.750000000001,3839790.24,765.8879829525042,61671.81770814827,62437.705691100775,60,Periodic risk monitoring evidence
INT-00282,282,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0094,Dairy Product 94,WH-LYON,SUP-007,Dairy,France South-East,Low,Supplier Risk,monitor only,Service Protect,23.70091991928321,20.0,3.7009199192832085,20.517766497461928,1.363636363636363,27.831737346101228,56.988316867560705,22.269618206690712,0.9960700835107252,0.0039299164892746,168.96,598403.9,12.133386395939086,33315.56596598682,33327.699352382755,60,Periodic risk monitoring evidence
INT-00283,283,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0067,Personal Care Product 67,WH-MAD,SUP-006,Personal Care,Spain Central,Low,Supplier Risk,monitor only,Service Protect,23.68138488838638,20.0,3.681384888386379,23.127064448155163,33.620132672004196,1.6097964601464838,62.9149668876714,2.0122455751831048,0.9367066081385692,0.0632933918614307,27720.66,4386674.46,2243.841216278889,22067.66567975934,24311.506896038227,60,Periodic risk monitoring evidence
INT-00284,284,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0104,Health Product 104,WH-MAD,SUP-008,Health,Spain Central,Low,Supplier Risk,monitor only,Service Protect,23.608780458670545,20.0,3.6087804586705445,32.53161874812819,24.457833447844543,0.6861703238695503,56.59388396504527,8.576902060414602,0.9607666966157532,0.0392333033842467,11514.9,3516544.35,1311.0941785298744,75402.64120263582,76713.7353811657,60,Periodic risk monitoring evidence
INT-00285,285,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0057,Beverages Product 57,WH-MAD,SUP-005,Beverages,Spain Central,Low,Supplier Risk,monitor only,Service Protect,23.600044888592183,20.0,3.6000448885921834,23.540898525057408,36.3351056045036,0.0,62.22816255992259,0.0,0.9521543016852534,0.0478456983147466,7071.61,1128308.94,582.6521869657342,0.0,582.6521869657342,60,Periodic risk monitoring evidence
INT-00286,286,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0120,Health Product 120,WH-MAD,SUP-004,Health,Spain Central,Low,Supplier Risk,monitor only,Service Protect,23.518739680351644,20.0,3.5187396803516435,22.33946757191352,2.174627545887359,34.173831918070064,58.977638628488705,5.362638734796881,0.9874932999821332,0.0125067000178667,4575.2,8332558.88,357.7263621225656,111711.25752465928,112068.98388678185,60,Periodic risk monitoring evidence
INT-00287,287,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0056,Health Product 56,WH-LIS,SUP-007,Health,Portugal South,Low,Supplier Risk,monitor only,Balanced Baseline,23.40768360547327,20.0,3.40768360547327,23.54153264192258,2.1854257957106498,26.654283693690893,56.988316867560705,13.918059815472034,0.990309589730682,0.0096904102693178,36427.16,42885377.14,3001.429116673878,1492203.1106089924,1495204.5397256662,60,Periodic risk monitoring evidence
INT-00288,288,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0120,Health Product 120,WH-LYON,SUP-004,Health,France South-East,Low,Supplier Risk,monitor only,Service Protect,23.280433212255335,20.0,3.2804332122553355,20.160609993510707,0.0,39.213600094771635,58.97763862848872,5.26700011846454,0.99870214146658,0.0012978585334198,392.16,8181339.04,27.67164685269306,107727.78423219641,107755.4558790491,60,Periodic risk monitoring evidence
INT-00289,289,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0040,Health Product 40,WH-PORTO,SUP-007,Health,Portugal North,Low,Supplier Risk,monitor only,Balanced Baseline,23.0965326222982,20.0,3.0965326222981986,28.80665736995665,17.144634388587406,7.9349026246015875,56.988316867560705,9.918628280751983,0.979416689924644,0.0205833100753558,52507.05,19938271.8,5293.934096000138,494400.7663619994,499694.70045799954,60,Periodic risk monitoring evidence
INT-00290,290,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0011,Personal Care Product 11,WH-MAD,SUP-010,Personal Care,Spain Central,Low,Excess Inventory,monitor only,Service Protect,23.007014479848714,20.0,3.0070144798487135,20.0,0.0,46.32622596715231,42.55582425755428,13.281156603947233,1.0,0.0,0.0,19396059.12,0.0,644005.2466803475,644005.2466803475,60,Periodic risk monitoring evidence
INT-00291,291,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0033,Beverages Product 33,WH-MAD,SUP-005,Beverages,Spain Central,Low,Supplier Risk,monitor only,Service Protect,22.937594010133076,20.0,2.9375940101330755,23.34112406241957,25.411166585083127,4.310268859871025,62.22816255992259,5.387836074838781,0.9607291211193704,0.0392708788806296,51588.3,8372862.99,4214.451186642618,112779.03316801124,116993.48435465386,60,Periodic risk monitoring evidence
INT-00292,292,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0094,Dairy Product 94,WH-LIS,SUP-007,Dairy,Portugal South,Low,Supplier Risk,monitor only,Service Protect,22.9166756559046,20.0,2.9166756559046014,20.0,0.0,35.0,56.988316867560705,10.703892550677775,1.0,0.0,0.0,1143990.95,0.0,30612.890519369477,30612.890519369477,60,Periodic risk monitoring evidence
INT-00293,293,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0072,Health Product 72,WH-MAD,SUP-008,Health,Spain Central,Low,Supplier Risk,monitor only,Service Protect,22.822286142811876,20.0,2.822286142811876,20.0,0.0,39.08770330937104,56.59388396504527,5.2248436622703265,1.0,0.0,0.0,6927836.85,0.0,90492.16114741331,90492.16114741331,60,Periodic risk monitoring evidence
INT-00294,294,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0011,Personal Care Product 11,WH-LYON,SUP-010,Personal Care,France South-East,Low,Excess Inventory,monitor only,Service Protect,22.801858973697225,20.0,2.8018589736972253,20.0,0.0,45.7486290229827,42.55582425755428,12.558384773940404,1.0,0.0,0.0,16878914.73,0.0,529929.764364676,529929.764364676,60,Periodic risk monitoring evidence
INT-00295,295,2026-04-02,2026-06-01,Monitor,Operations Intelligence,Monitor,SKU-0042,Snacks Product 42,WH-PORTO,SUP-008,Snacks,Portugal North,Low,Supplier Risk,monitor only,Service Protect,22.753448896816995,20.0,2.7534488968169946,22.51692132515353,37.701665201695015,0.0,56.59388396504527,0.0,0.9566607572495884,0.0433392427504115,20959.39,2430432.24,1651.7932747862335,0.0,1651.7932747862335,60,Periodic risk monitoring evidence
